date,time,seq_length,trial_id,model,val_f1,val_auc,val_recall,val_precision,n_estimators,max_depth,min_samples_split,min_samples_leaf,val_threshold,best_test_threshold,best_val_so_far,best_trial_id,test_f1,test_auc,test_recall,test_precision,gap_val_test,is_enqueued,status
2026-07-09,11:35:20,6,26,RandomForest,0.6602,0.7995,0.7548,0.5866,483,8,20,3,0.26,0.26,0.6611,6,0.6305,0.7824,0.6947,0.5772,0.0297,False,OK
2026-07-09,11:35:21,6,27,RandomForest,0.6592,0.7962,0.7516,0.5871,223,15,5,8,0.29,0.29,0.6611,6,0.6243,0.7723,0.687,0.572,0.0349,False,OK
2026-07-09,11:35:22,6,28,RandomForest,0.6493,0.7916,0.6752,0.6254,345,20,6,4,0.34,0.32,0.6611,6,0.6208,0.7678,0.631,0.6108,0.0285,False,OK
2026-07-09,11:35:23,6,29,RandomForest,0.6611,0.7949,0.7516,0.59,422,16,5,10,0.3,0.28,0.6611,6,0.6193,0.7704,0.6768,0.5708,0.0417,False,OK
2026-07-09,11:35:24,6,30,RandomForest,0.6611,0.7953,0.7516,0.59,305,14,2,9,0.3,0.29,0.6611,6,0.6217,0.7735,0.6794,0.573,0.0394,False,OK
2026-07-09,11:35:26,6,31,RandomForest,0.6592,0.798,0.7484,0.589,391,9,17,9,0.3,0.28,0.6611,6,0.62,0.7774,0.6768,0.572,0.0391,False,OK
2026-07-09,11:35:26,6,32,RandomForest,0.6592,0.7958,0.7484,0.589,223,10,17,9,0.3,0.27,0.6611,6,0.62,0.7753,0.6768,0.572,0.0391,False,OK
2026-07-09,11:35:27,6,33,RandomForest,0.648,0.7877,0.7006,0.6027,145,20,19,1,0.32,0.35,0.6611,6,0.6217,0.7654,0.6565,0.5904,0.0263,False,OK
2026-07-09,11:35:28,6,34,RandomForest,0.6611,0.7955,0.7516,0.59,301,15,17,10,0.3,0.28,0.6611,6,0.6193,0.7724,0.6768,0.5708,0.0417,False,OK
2026-07-09,11:35:29,6,35,RandomForest,0.6611,0.7958,0.7516,0.59,287,10,12,9,0.3,0.27,0.6611,6,0.62,0.7756,0.6768,0.572,0.041,False,OK
2026-07-09,11:35:30,6,36,RandomForest,0.6611,0.7967,0.7516,0.59,448,10,11,9,0.3,0.27,0.6611,6,0.62,0.776,0.6768,0.572,0.041,False,OK
2026-07-09,11:35:31,6,37,RandomForest,0.6611,0.7958,0.7516,0.59,267,15,5,10,0.3,0.28,0.6611,6,0.6193,0.7722,0.6768,0.5708,0.0417,False,OK
2026-07-09,11:35:32,6,38,RandomForest,0.6432,0.7881,0.7261,0.5772,177,2,6,1,0.43,0.43,0.6611,6,0.6019,0.7685,0.6539,0.5575,0.0413,False,OK
2026-07-09,11:35:33,6,39,RandomForest,0.6498,0.7933,0.6529,0.6467,298,4,20,6,0.35,0.33,0.6611,6,0.5942,0.772,0.57,0.6205,0.0556,False,OK
2026-07-09,11:35:34,6,40,RandomForest,0.6556,0.7961,0.7516,0.5813,308,13,17,6,0.29,0.29,0.6611,6,0.6259,0.7752,0.6896,0.5729,0.0297,False,OK
2026-07-09,11:35:35,6,41,RandomForest,0.662,0.7951,0.7516,0.5915,70,11,7,10,0.31,0.28,0.662,41,0.6184,0.7743,0.6743,0.5711,0.0436,False,OK
2026-07-09,11:35:35,6,42,RandomForest,0.6565,0.7988,0.7516,0.5827,61,8,12,8,0.29,0.28,0.662,41,0.6282,0.7809,0.6921,0.5751,0.0283,False,OK
2026-07-09,11:35:35,6,43,RandomForest,0.6592,0.7966,0.7516,0.5871,81,9,8,9,0.3,0.3,0.662,41,0.6241,0.7781,0.6845,0.5736,0.0351,False,OK
2026-07-09,11:35:37,6,44,RandomForest,0.6611,0.7955,0.7516,0.59,365,15,2,10,0.3,0.28,0.662,41,0.6209,0.7713,0.6794,0.5717,0.0401,False,OK
2026-07-09,11:35:38,6,45,RandomForest,0.6513,0.7925,0.6752,0.6291,316,14,12,1,0.33,0.31,0.662,41,0.6241,0.7704,0.6336,0.6148,0.0272,False,OK
2026-07-09,11:35:38,6,46,RandomForest,0.6517,0.7943,0.6911,0.6165,61,14,6,7,0.32,0.31,0.662,41,0.623,0.772,0.6412,0.6058,0.0287,False,OK
2026-07-09,11:35:40,6,47,RandomForest,0.6313,0.7874,0.6815,0.5879,468,2,12,2,0.43,0.35,0.662,41,0.5771,0.7686,0.5954,0.5598,0.0542,False,OK
2026-07-09,11:35:41,6,48,RandomForest,0.6592,0.7961,0.7516,0.5871,361,20,8,8,0.3,0.28,0.662,41,0.6195,0.7723,0.6794,0.5693,0.0397,False,OK
2026-07-09,11:35:41,6,49,RandomForest,0.6611,0.792,0.7516,0.59,57,14,2,10,0.31,0.29,0.662,41,0.6192,0.7753,0.6743,0.5724,0.0419,False,OK
2026-07-09,11:35:42,6,50,RandomForest,0.6611,0.7943,0.7516,0.59,72,16,9,10,0.3,0.29,0.662,41,0.62,0.773,0.6768,0.572,0.041,False,OK
2026-07-09,11:35:42,6,51,RandomForest,0.6611,0.7955,0.7516,0.59,68,9,4,10,0.31,0.28,0.662,41,0.6184,0.7775,0.6743,0.5711,0.0426,False,OK
2026-07-09,11:35:43,6,52,RandomForest,0.6611,0.7971,0.7516,0.59,120,13,8,9,0.3,0.28,0.662,41,0.6193,0.7745,0.6768,0.5708,0.0417,False,OK
2026-07-09,11:35:44,6,53,RandomForest,0.6601,0.7962,0.7516,0.5885,387,14,7,8,0.3,0.29,0.662,41,0.6202,0.7736,0.6794,0.5705,0.0399,False,OK
2026-07-09,11:35:44,6,54,RandomForest,0.6592,0.7971,0.7484,0.589,137,11,4,9,0.3,0.27,0.662,41,0.6184,0.7762,0.6743,0.5711,0.0408,False,OK
2026-07-09,11:35:45,6,55,RandomForest,0.6472,0.7867,0.672,0.6243,74,15,15,5,0.34,0.31,0.662,41,0.6187,0.7698,0.6234,0.614,0.0286,False,OK
2026-07-09,11:35:46,6,56,RandomForest,0.6467,0.7858,0.6879,0.6102,138,20,10,1,0.33,0.39,0.662,41,0.6165,0.7625,0.6361,0.5981,0.0302,False,OK
2026-07-09,11:35:47,6,57,RandomForest,0.6601,0.7958,0.7516,0.5885,457,19,17,9,0.3,0.3,0.662,41,0.6209,0.7726,0.6794,0.5717,0.0392,False,OK
2026-07-09,11:35:47,6,58,RandomForest,0.6611,0.8008,0.7611,0.5844,59,7,16,2,0.26,0.28,0.662,41,0.6287,0.7841,0.7023,0.5691,0.0324,False,OK
2026-07-09,11:35:48,6,59,RandomForest,0.6592,0.7995,0.7516,0.5871,110,7,15,1,0.27,0.26,0.662,41,0.6289,0.7836,0.6921,0.5763,0.0303,False,OK
2026-07-09,11:35:48,6,60,RandomForest,0.6598,0.7938,0.7102,0.616,58,5,14,4,0.32,0.31,0.662,41,0.598,0.7751,0.6132,0.5835,0.0617,False,OK
2026-07-09,11:35:49,6,61,RandomForest,0.6432,0.7876,0.7261,0.5772,230,2,17,2,0.43,0.43,0.662,41,0.6019,0.7686,0.6539,0.5575,0.0413,False,OK
2026-07-09,11:35:50,6,62,RandomForest,0.6593,0.7983,0.7611,0.5815,96,8,16,4,0.25,0.25,0.662,41,0.6292,0.7828,0.6972,0.5732,0.0301,False,OK
2026-07-09,11:35:51,6,63,RandomForest,0.6592,0.7969,0.7516,0.5871,386,18,4,8,0.3,0.29,0.662,41,0.6195,0.7725,0.6794,0.5693,0.0397,False,OK
2026-07-09,11:35:52,6,64,RandomForest,0.6611,0.7941,0.7516,0.59,95,13,6,10,0.3,0.28,0.662,41,0.6184,0.7744,0.6743,0.5711,0.0426,False,OK
2026-07-09,11:35:52,6,65,RandomForest,0.6584,0.8025,0.758,0.5819,184,8,19,1,0.25,0.25,0.662,41,0.6276,0.7828,0.6947,0.5723,0.0308,False,OK
2026-07-09,11:35:53,6,66,RandomForest,0.6432,0.7874,0.7261,0.5772,279,2,13,10,0.43,0.43,0.662,41,0.6019,0.7684,0.6539,0.5575,0.0413,False,OK
2026-07-09,11:35:54,6,67,RandomForest,0.6598,0.7912,0.7102,0.616,51,5,11,1,0.31,0.3,0.662,41,0.5998,0.7766,0.6158,0.5845,0.06,False,OK
2026-07-09,11:35:55,6,68,RandomForest,0.6592,0.7982,0.7516,0.5871,357,7,14,7,0.29,0.27,0.662,41,0.6225,0.7812,0.6819,0.5726,0.0367,False,OK
2026-07-09,11:35:56,6,69,RandomForest,0.6508,0.7915,0.6529,0.6487,468,3,3,8,0.39,0.2,0.662,41,0.5957,0.7713,0.57,0.624,0.055,False,OK
2026-07-09,11:35:57,6,70,RandomForest,0.662,0.8002,0.7611,0.5858,69,7,4,5,0.26,0.26,0.662,70,0.6286,0.7803,0.6997,0.5705,0.0335,False,OK
2026-07-09,11:35:57,6,71,RandomForest,0.6602,0.7985,0.7548,0.5866,83,9,4,3,0.27,0.27,0.662,70,0.6321,0.7809,0.6972,0.5781,0.0281,False,OK
2026-07-09,11:35:58,6,72,RandomForest,0.6611,0.7959,0.7516,0.59,340,12,15,10,0.3,0.28,0.662,70,0.62,0.7736,0.6768,0.572,0.041,False,OK
2026-07-09,11:35:59,6,73,RandomForest,0.6574,0.7973,0.7548,0.5823,109,11,13,2,0.27,0.27,0.662,70,0.6301,0.7726,0.7023,0.5714,0.0273,False,OK
2026-07-09,11:35:59,6,74,RandomForest,0.6592,0.7983,0.7516,0.5871,103,7,2,4,0.28,0.26,0.662,70,0.6241,0.7828,0.6845,0.5736,0.0351,False,OK
2026-07-09,11:36:00,6,75,RandomForest,0.6397,0.7857,0.6306,0.6492,51,3,5,3,0.39,0.2,0.662,70,0.5792,0.768,0.5445,0.6185,0.0606,False,OK
2026-07-09,11:36:00,6,76,RandomForest,0.659,0.7997,0.7325,0.599,72,7,19,3,0.29,0.26,0.662,70,0.619,0.784,0.6616,0.5817,0.04,False,OK
2026-07-09,11:36:01,6,77,RandomForest,0.6592,0.7962,0.7516,0.5871,74,8,6,6,0.29,0.27,0.662,70,0.6241,0.7801,0.6845,0.5736,0.0351,False,OK
2026-07-09,11:36:01,6,78,RandomForest,0.6578,0.7963,0.7102,0.6126,89,6,4,6,0.3,0.27,0.662,70,0.6025,0.779,0.6209,0.5851,0.0553,False,OK
2026-07-09,11:36:02,6,79,RandomForest,0.6611,0.7979,0.7516,0.59,276,9,6,10,0.3,0.28,0.662,70,0.62,0.7768,0.6768,0.572,0.041,False,OK
2026-07-09,11:36:03,6,80,RandomForest,0.6592,0.7951,0.7516,0.5871,291,16,2,8,0.3,0.29,0.662,70,0.6202,0.7715,0.6794,0.5705,0.039,False,OK
2026-07-09,11:36:05,6,81,RandomForest,0.6611,0.7964,0.7516,0.59,499,10,5,9,0.3,0.27,0.662,70,0.62,0.7759,0.6768,0.572,0.041,False,OK
2026-07-09,11:36:06,6,82,RandomForest,0.6611,0.7951,0.7516,0.59,334,13,6,10,0.3,0.28,0.662,70,0.62,0.7715,0.6768,0.572,0.041,False,OK
2026-07-09,11:36:07,6,83,RandomForest,0.6611,0.7966,0.7516,0.59,372,10,2,9,0.3,0.27,0.662,70,0.62,0.7753,0.6768,0.572,0.041,False,OK
2026-07-09,11:36:08,6,84,RandomForest,0.6611,0.7948,0.7516,0.59,284,16,2,10,0.3,0.28,0.662,70,0.6193,0.772,0.6768,0.5708,0.0417,False,OK
2026-07-09,11:36:10,6,85,RandomForest,0.6611,0.7948,0.7516,0.59,489,18,6,10,0.3,0.28,0.662,70,0.6193,0.7712,0.6768,0.5708,0.0417,False,OK
2026-07-09,11:36:10,6,86,RandomForest,0.6592,0.7952,0.7484,0.589,160,10,10,9,0.3,0.27,0.662,70,0.6184,0.7746,0.6743,0.5711,0.0408,False,OK
2026-07-09,11:36:12,6,87,RandomForest,0.6611,0.7961,0.7516,0.59,406,11,7,9,0.3,0.28,0.662,70,0.62,0.7761,0.6768,0.572,0.041,False,OK
2026-07-09,11:36:13,6,88,RandomForest,0.6611,0.7958,0.7516,0.59,490,13,2,9,0.3,0.29,0.662,70,0.6209,0.7735,0.6794,0.5717,0.0401,False,OK
2026-07-09,11:36:14,6,89,RandomForest,0.6517,0.7944,0.6943,0.6141,71,12,10,9,0.31,0.28,0.662,70,0.6179,0.7751,0.6336,0.6029,0.0339,False,OK
2026-07-09,11:36:15,6,90,RandomForest,0.6611,0.795,0.7516,0.59,416,14,10,10,0.3,0.28,0.662,70,0.6209,0.7719,0.6794,0.5717,0.0401,False,OK
2026-07-09,11:36:16,6,91,RandomForest,0.6611,0.7949,0.7516,0.59,491,18,11,10,0.3,0.28,0.662,70,0.6193,0.7713,0.6768,0.5708,0.0417,False,OK
2026-07-09,11:36:18,6,92,RandomForest,0.6583,0.7967,0.7516,0.5856,444,17,6,8,0.3,0.29,0.662,70,0.6195,0.7718,0.6794,0.5693,0.0388,False,OK
2026-07-09,11:36:19,6,93,RandomForest,0.6611,0.7959,0.7516,0.59,444,20,9,9,0.3,0.3,0.662,70,0.6209,0.7723,0.6794,0.5717,0.0401,False,OK
2026-07-09,11:36:21,6,94,RandomForest,0.6583,0.7959,0.7516,0.5856,478,20,8,8,0.3,0.28,0.662,70,0.6202,0.7721,0.6794,0.5705,0.0381,False,OK
2026-07-09,11:36:22,6,95,RandomForest,0.6601,0.7967,0.7516,0.5885,407,13,15,8,0.3,0.29,0.662,70,0.6209,0.7746,0.6794,0.5717,0.0392,False,OK
2026-07-09,11:36:23,6,96,RandomForest,0.6583,0.7966,0.7516,0.5856,240,11,3,4,0.28,0.28,0.662,70,0.6298,0.7783,0.6947,0.5759,0.0285,False,OK
2026-07-09,11:36:23,6,97,RandomForest,0.6582,0.7993,0.7452,0.5894,58,6,15,2,0.29,0.27,0.662,70,0.619,0.7822,0.6718,0.5739,0.0392,False,OK
2026-07-09,11:36:24,6,98,RandomForest,0.6598,0.7923,0.7102,0.616,145,5,20,10,0.32,0.3,0.662,70,0.598,0.7725,0.6132,0.5835,0.0617,False,OK
2026-07-09,11:36:25,6,99,RandomForest,0.6601,0.7967,0.7516,0.5885,400,14,3,8,0.3,0.28,0.662,70,0.6209,0.7735,0.6794,0.5717,0.0392,False,OK
