date,time,seq_length,trial_id,model,val_f1,val_auc,val_recall,val_precision,lr,d_model,d_ff,e_layers,dropout,batch_size,patience,val_threshold,best_test_threshold,best_val_so_far,best_trial_id,test_f1,test_auc,test_recall,test_precision,gap_val_test,is_enqueued,status
2026-07-09,12:14:28,6,75,LSTM,0.7231,0.8506,0.6943,0.7543,0.002246515306103243,64,4,2,0.3937291248131323,8,4,0.43,0.35,0.7285,21,0.7038,0.8489,0.659,0.7551,0.0192,False,OK
2026-07-09,12:27:23,6,99,LSTM,0.7229,0.8515,0.7102,0.736,0.0027142934654819993,64,512,2,0.29505985571360893,8,5,0.39,0.4,0.7285,21,0.695,0.8454,0.6667,0.7258,0.0279,False,OK
2026-07-09,12:24:05,6,93,LSTM,0.7227,0.8532,0.6847,0.7651,0.0025372096711421244,256,32,2,0.3782081844340579,8,4,0.35,0.26,0.7285,21,0.6959,0.8392,0.6463,0.7537,0.0268,False,OK
2026-07-09,12:15:50,6,77,LSTM,0.7224,0.8502,0.6879,0.7606,0.0019947914658147653,64,256,3,0.30667608588545925,8,5,0.43,0.38,0.7285,21,0.6942,0.8448,0.6412,0.7568,0.0282,False,OK
2026-07-09,11:46:18,6,23,LSTM,0.722,0.8495,0.6783,0.7717,0.0019774048515313588,128,32,3,0.34060485346799146,8,5,0.43,0.33,0.7285,21,0.6936,0.8493,0.6336,0.7662,0.0284,False,OK
2026-07-09,11:56:49,6,44,LSTM,0.7219,0.855,0.6943,0.7517,0.0023927670442768717,128,64,2,0.3400257815790944,8,5,0.49,0.41,0.7285,21,0.6913,0.8475,0.6438,0.7463,0.0306,False,OK
2026-07-09,11:51:34,6,36,LSTM,0.7218,0.8505,0.6815,0.767,0.00229782234258075,128,256,2,0.39575554595217516,16,5,0.43,0.37,0.7285,21,0.6704,0.8387,0.6107,0.743,0.0514,False,OK
2026-07-09,12:03:45,6,54,LSTM,0.7216,0.8553,0.6975,0.7474,0.002099518840261221,48,512,3,0.16718115600254824,16,5,0.47,0.36,0.7285,21,0.7011,0.8505,0.6565,0.7522,0.0205,False,OK
2026-07-09,11:55:37,6,42,LSTM,0.7213,0.8539,0.7006,0.7432,0.002256609988628872,128,4,2,0.23835968148261372,8,4,0.33,0.32,0.7285,21,0.6965,0.8329,0.6539,0.7449,0.0248,False,OK
2026-07-09,11:52:18,6,37,LSTM,0.7213,0.8495,0.7006,0.7432,0.0028970874648960505,16,2,3,0.39325389964983093,8,5,0.38,0.37,0.7285,21,0.7018,0.8387,0.6616,0.7471,0.0196,False,OK
2026-07-09,12:04:17,6,55,LSTM,0.7211,0.8503,0.6752,0.7737,0.0015873637497614665,48,64,4,0.20281135312705292,8,5,0.34,0.28,0.7285,21,0.6852,0.8468,0.626,0.7569,0.0359,False,OK
2026-07-09,12:02:52,6,52,LSTM,0.7211,0.8515,0.6752,0.7737,0.0015146156336120773,256,32,5,0.20396510999873824,8,5,0.29,0.25,0.7285,21,0.6814,0.8462,0.6285,0.744,0.0397,False,OK
2026-07-09,12:17:46,6,82,LSTM,0.7209,0.8523,0.6911,0.7535,0.002494287764007728,32,256,2,0.39825505396993927,8,5,0.38,0.3,0.7285,21,0.6965,0.8453,0.6539,0.7449,0.0245,False,OK
2026-07-09,11:45:33,6,22,LSTM,0.7208,0.8493,0.707,0.7351,0.0019341842314908526,16,32,3,0.28119061222588776,8,5,0.4,0.41,0.7285,21,0.7135,0.8478,0.6845,0.7452,0.0073,False,OK
2026-07-09,12:25:42,6,96,LSTM,0.7208,0.8506,0.6783,0.769,0.0021207856584294915,48,32,4,0.2689941513512897,8,5,0.39,0.29,0.7285,21,0.6815,0.8487,0.6234,0.7515,0.0393,False,OK
2026-07-09,12:21:59,6,89,LSTM,0.7207,0.8501,0.6943,0.7491,0.001122459109352625,128,512,3,0.3595337415780179,8,5,0.37,0.33,0.7285,21,0.7026,0.8467,0.6641,0.7457,0.0181,False,OK
2026-07-09,11:41:12,6,14,LSTM,0.7204,0.8524,0.6975,0.7449,0.0019156896791146954,48,16,2,0.34990160184814306,8,4,0.51,0.38,0.7273,12,0.6958,0.8461,0.6489,0.75,0.0246,False,OK
2026-07-09,12:21:14,6,88,LSTM,0.7204,0.8448,0.6975,0.7449,0.001880244944364877,128,8,4,0.23023551172868834,8,4,0.29,0.24,0.7285,21,0.7021,0.8419,0.6718,0.7354,0.0183,False,OK
2026-07-09,12:24:31,6,94,LSTM,0.7203,0.8511,0.6847,0.7597,0.0019446678010922563,128,4,4,0.18550823144956347,16,5,0.43,0.36,0.7285,21,0.6932,0.8461,0.6438,0.7507,0.0271,False,OK
2026-07-09,11:59:20,6,48,LSTM,0.7203,0.8505,0.7134,0.7273,0.0020006019596930376,32,32,2,0.23227213796960267,8,5,0.36,0.3,0.7285,21,0.7082,0.8446,0.6794,0.7396,0.012,False,OK
2026-07-09,11:42:32,6,16,LSTM,0.72,0.8515,0.7166,0.7235,0.0024762061064364832,8,8,2,0.30174369693794156,8,4,0.41,0.41,0.7273,12,0.6977,0.8422,0.6667,0.7318,0.0223,False,OK
2026-07-09,11:50:38,6,34,LSTM,0.7196,0.8514,0.6783,0.7662,0.0023697520989325632,48,16,5,0.282766260878798,8,4,0.47,0.38,0.7285,21,0.6952,0.8469,0.6412,0.759,0.0244,False,OK
2026-07-09,12:11:56,6,69,LSTM,0.7194,0.8474,0.6656,0.7828,0.0011165642254637935,16,16,3,0.3220835855383212,8,5,0.42,0.31,0.7285,21,0.6816,0.8451,0.6183,0.7594,0.0378,False,OK
2026-07-09,11:56:22,6,43,LSTM,0.7194,0.8504,0.7102,0.7288,0.0022259057736149974,128,32,3,0.11761810296376107,8,5,0.38,0.41,0.7285,21,0.6982,0.8441,0.6768,0.7209,0.0212,False,OK
2026-07-09,12:08:15,6,62,LSTM,0.7194,0.8491,0.6656,0.7828,0.0017159096169177648,16,8,5,0.16482943532941585,8,5,0.51,0.34,0.7285,21,0.6844,0.8426,0.6234,0.7585,0.0351,False,OK
2026-07-09,12:18:56,6,84,LSTM,0.7193,0.8449,0.6815,0.7616,0.0026384521263411605,4,32,2,0.3034829229500441,8,5,0.39,0.31,0.7285,21,0.6941,0.8467,0.6438,0.753,0.0252,False,OK
2026-07-09,11:41:54,6,15,LSTM,0.7192,0.8417,0.6688,0.7778,0.0029779242419887652,8,2,5,0.31332404470149583,8,4,0.46,0.32,0.7273,12,0.6844,0.8414,0.6234,0.7585,0.0348,False,OK
2026-07-09,11:36:54,6,5,LSTM,0.7191,0.8523,0.6847,0.757,0.000936,48,4,2,0.387,8,5,0.33,0.29,0.7191,5,0.6878,0.8435,0.6361,0.7485,0.0313,True,OK
2026-07-09,11:47:26,6,27,LSTM,0.7191,0.8517,0.6847,0.757,0.0023354918610206696,32,128,3,0.2560075226852824,16,5,0.32,0.25,0.7285,21,0.7023,0.8492,0.6514,0.7619,0.0167,False,OK
2026-07-09,11:39:15,6,11,LSTM,0.7191,0.8489,0.6847,0.757,0.0012608914993782441,48,512,4,0.34190003312788164,8,5,0.47,0.42,0.7191,5,0.6913,0.8389,0.6438,0.7463,0.0278,False,OK
2026-07-09,11:43:22,6,18,LSTM,0.7187,0.8516,0.7038,0.7342,0.0021819373697165535,48,16,2,0.25148061217105305,8,3,0.43,0.41,0.7273,12,0.6946,0.8405,0.6539,0.7406,0.0241,False,OK
2026-07-09,11:40:45,6,13,LSTM,0.7187,0.852,0.7038,0.7342,0.0016014156662488086,48,2,4,0.1346022322466056,8,5,0.28,0.31,0.7273,12,0.6979,0.8426,0.6641,0.7352,0.0208,False,OK
2026-07-09,12:12:32,6,70,LSTM,0.7186,0.8484,0.6752,0.7681,0.001259346824314431,8,512,2,0.3834747634967295,8,5,0.46,0.31,0.7285,21,0.6852,0.8436,0.6285,0.753,0.0335,False,OK
2026-07-09,11:54:28,6,40,LSTM,0.7185,0.8381,0.6624,0.7849,0.0028918027226546863,48,2,4,0.32083076918331616,8,5,0.49,0.32,0.7285,21,0.6781,0.8309,0.6056,0.7702,0.0404,False,OK
2026-07-09,11:52:42,6,38,LSTM,0.7185,0.851,0.6911,0.7483,0.0019529476035945069,64,32,3,0.21334892989107485,16,5,0.48,0.4,0.7285,21,0.6958,0.8442,0.6489,0.75,0.0228,False,OK
2026-07-09,11:51:20,6,35,LSTM,0.718,0.8529,0.6975,0.7399,0.0010418539171092795,64,16,3,0.2207394684959242,8,5,0.37,0.22,0.7285,21,0.6964,0.8491,0.6565,0.7414,0.0217,False,OK
2026-07-09,11:53:42,6,39,LSTM,0.718,0.8517,0.6975,0.7399,0.001903236426448292,256,8,4,0.3812046236305693,8,5,0.36,0.36,0.7285,21,0.6973,0.8377,0.6565,0.7435,0.0207,False,OK
2026-07-09,11:49:27,6,32,LSTM,0.7179,0.8474,0.6847,0.7544,0.0018221772924194182,48,2,4,0.31991787447687947,16,5,0.39,0.32,0.7285,21,0.7003,0.8479,0.6539,0.7537,0.0176,False,OK
2026-07-09,12:11:19,6,68,LSTM,0.7176,0.8508,0.6879,0.75,0.0015323706457872858,16,8,2,0.2898049900788153,8,5,0.42,0.35,0.7285,21,0.7003,0.847,0.6539,0.7537,0.0173,False,OK
2026-07-09,12:09:27,6,64,LSTM,0.7172,0.853,0.7229,0.7116,0.0017190025591024836,256,512,2,0.31488861888886155,8,5,0.41,0.34,0.7285,21,0.7016,0.8485,0.6819,0.7224,0.0156,False,OK
2026-07-09,12:26:26,6,97,LSTM,0.7172,0.8541,0.6783,0.7607,0.002718392553448943,128,2,4,0.1819856524628025,8,5,0.37,0.33,0.7285,21,0.6932,0.8406,0.6438,0.7507,0.024,False,OK
2026-07-09,11:46:53,6,25,LSTM,0.7171,0.8518,0.6943,0.7415,0.002818694183839489,64,32,3,0.37096439869938885,16,4,0.34,0.28,0.7285,21,0.7018,0.848,0.6616,0.7471,0.0154,False,OK
2026-07-09,12:03:21,6,53,LSTM,0.717,0.8501,0.6497,0.8,0.0016954632366738083,16,128,5,0.199463814682982,16,5,0.44,0.21,0.7285,21,0.681,0.8481,0.6056,0.7778,0.0361,False,OK
2026-07-09,12:07:27,6,61,LSTM,0.717,0.854,0.6656,0.777,0.002540946033473229,128,32,2,0.30412301102741507,8,5,0.4,0.26,0.7285,21,0.6862,0.8425,0.626,0.7593,0.0308,False,OK
2026-07-09,11:48:34,6,30,LSTM,0.7166,0.8535,0.7166,0.7166,0.0007660330085866552,256,32,3,0.239312144508589,16,5,0.29,0.33,0.7285,21,0.7009,0.8478,0.6768,0.7268,0.0156,False,OK
2026-07-09,12:00:53,6,50,LSTM,0.7163,0.8457,0.6592,0.7841,0.001622119802823731,16,64,5,0.14764108431319073,8,3,0.46,0.26,0.7285,21,0.6861,0.8463,0.6285,0.7554,0.0302,False,OK
2026-07-09,11:35:59,6,3,LSTM,0.7155,0.852,0.6688,0.7692,0.001,64,128,3,0.2,8,3,0.44,0.26,0.7155,3,0.6834,0.8466,0.6234,0.7562,0.0321,True,OK
2026-07-09,12:16:33,6,79,LSTM,0.7155,0.8507,0.6847,0.7491,0.001048037745977421,64,32,3,0.3685066619902483,16,5,0.49,0.4,0.7285,21,0.6914,0.8473,0.6412,0.75,0.0241,False,OK
2026-07-09,12:10:06,6,66,LSTM,0.7155,0.8484,0.6688,0.7692,0.0026980536723238894,16,512,2,0.36504537290634775,8,4,0.39,0.28,0.7285,21,0.6871,0.8446,0.6285,0.7577,0.0284,False,OK
2026-07-09,12:23:20,6,91,LSTM,0.7153,0.85,0.672,0.7645,0.0012002107674269626,128,512,4,0.21132679909079372,8,4,0.35,0.32,0.7285,21,0.6878,0.8455,0.6336,0.7523,0.0274,False,OK
2026-07-09,12:17:02,6,80,LSTM,0.7143,0.8511,0.7166,0.712,0.0027941396794970053,16,512,4,0.27902590188964604,8,4,0.35,0.32,0.7285,21,0.7026,0.8439,0.6794,0.7275,0.0117,False,OK
2026-07-09,12:15:21,6,76,LSTM,0.7138,0.84,0.707,0.7208,0.0028841787436991975,32,2,5,0.23364940099123005,8,5,0.35,0.26,0.7285,21,0.7048,0.8408,0.6743,0.7382,0.009,False,OK
2026-07-09,12:20:11,6,86,LSTM,0.7136,0.8506,0.6943,0.734,0.00034359833386441043,128,512,2,0.15188078507793845,8,5,0.42,0.38,0.7285,21,0.6981,0.8442,0.659,0.7421,0.0155,False,OK
2026-07-09,12:18:16,6,83,LSTM,0.7128,0.8505,0.672,0.759,0.0013172148159229695,64,4,2,0.3691014223532866,8,4,0.34,0.29,0.7285,21,0.6861,0.8403,0.6285,0.7554,0.0267,False,OK
2026-07-09,12:16:09,6,78,LSTM,0.7121,0.8431,0.6656,0.7656,0.0017919638308654484,4,16,2,0.2723889708047357,16,5,0.4,0.25,0.7285,21,0.6814,0.8441,0.626,0.7477,0.0307,False,OK
2026-07-09,11:58:40,6,47,LSTM,0.712,0.8488,0.7006,0.7237,0.0021555689971700888,16,512,3,0.1766045033828602,8,5,0.38,0.39,0.7285,21,0.7065,0.8464,0.6768,0.7389,0.0055,False,OK
2026-07-09,12:25:03,6,95,LSTM,0.712,0.8511,0.7006,0.7237,0.001226251083074769,128,128,3,0.23988611241180433,8,5,0.34,0.33,0.7285,21,0.7041,0.8469,0.6692,0.7429,0.0078,False,OK
2026-07-09,11:48:06,6,29,LSTM,0.7091,0.8453,0.6561,0.7715,0.0014726501367361962,16,2,2,0.24113698531569341,16,5,0.38,0.33,0.7285,21,0.6713,0.8392,0.6107,0.7453,0.0378,False,OK
2026-07-09,11:42:58,6,17,LSTM,0.7084,0.8489,0.6847,0.7338,0.001189793686168792,128,16,3,0.32323238785737285,8,3,0.29,0.31,0.7273,12,0.6965,0.8374,0.6539,0.7449,0.0119,False,OK
2026-07-09,12:06:59,6,60,LSTM,0.7084,0.8453,0.6847,0.7338,0.0026398251152606393,4,16,6,0.1613847315239582,8,5,0.34,0.33,0.7285,21,0.6912,0.8376,0.6463,0.7427,0.0172,False,OK
2026-07-09,11:57:29,6,45,LSTM,0.7081,0.8413,0.6529,0.7736,0.00283054179257446,2,128,2,0.27162487665893603,8,5,0.63,0.53,0.7285,21,0.6843,0.8443,0.626,0.7546,0.0238,False,OK
2026-07-09,12:13:52,6,74,LSTM,0.7075,0.8432,0.6624,0.7591,0.0006231357311991395,64,32,2,0.34298347576082233,8,5,0.32,0.25,0.7285,21,0.6741,0.8368,0.6158,0.7446,0.0334,False,OK
2026-07-09,12:01:45,6,51,LSTM,0.7071,0.8442,0.6688,0.75,0.0009565109555815326,16,64,5,0.2698123507157935,8,5,0.3,0.3,0.7285,21,0.6786,0.8315,0.626,0.741,0.0285,False,OK
2026-07-09,11:35:30,6,2,LSTM,0.707,0.8421,0.6879,0.7273,0.0001,32,32,2,0.1,8,3,0.36,0.33,0.707,2,0.6799,0.8333,0.6514,0.7111,0.0271,True,OK
2026-07-09,12:12:55,6,71,LSTM,0.707,0.8358,0.6879,0.7273,0.001462519315534793,16,64,6,0.09115633049138275,8,5,0.42,0.3,0.7285,21,0.6765,0.8271,0.6438,0.7127,0.0306,False,OK
2026-07-09,12:05:19,6,58,LSTM,0.7069,0.8412,0.672,0.7456,0.0007861641685278766,64,4,4,0.35528916435299,16,5,0.34,0.25,0.7285,21,0.6886,0.8372,0.6387,0.747,0.0183,False,OK
2026-07-09,12:06:02,6,59,LSTM,0.7065,0.8416,0.6592,0.761,0.0004908502284037206,32,256,6,0.20815490014881835,8,5,0.49,0.39,0.7285,21,0.6841,0.8359,0.631,0.747,0.0223,False,OK
2026-07-09,12:05:00,6,57,LSTM,0.7063,0.8415,0.6624,0.7564,0.0006872788558302407,8,32,2,0.34667411653532276,16,5,0.42,0.25,0.7285,21,0.6787,0.8371,0.6234,0.7447,0.0276,False,OK
2026-07-09,12:04:38,6,56,LSTM,0.7041,0.834,0.6783,0.732,0.0018293491787500257,16,4,5,0.2986794055113146,8,5,0.35,0.29,0.7285,21,0.672,0.8259,0.6361,0.7123,0.0321,False,OK
2026-07-09,11:47:50,6,28,LSTM,0.7039,0.8419,0.6624,0.7509,0.002593123083756995,4,64,3,0.2655170956323,8,5,0.39,0.31,0.7285,21,0.6841,0.8321,0.6336,0.7433,0.0198,False,OK
2026-07-09,11:34:39,6,0,LSTM,0.7036,0.8391,0.6879,0.72,0.001,4,2,2,0.0,8,3,0.35,0.33,0.7036,0,0.6913,0.8318,0.6667,0.7178,0.0123,True,OK
2026-07-09,12:10:45,6,67,LSTM,0.703,0.8366,0.6783,0.7295,0.0023942425445702444,2,512,4,0.271485723215267,8,5,0.29,0.25,0.7285,21,0.6843,0.8312,0.659,0.7115,0.0187,False,OK
2026-07-09,12:09:40,6,65,LSTM,0.7028,0.8377,0.6815,0.7254,0.0007732210605545906,16,32,4,0.34605768902945,16,4,0.3,0.22,0.7285,21,0.6783,0.8284,0.6438,0.7167,0.0245,False,OK
2026-07-09,12:17:18,6,81,LSTM,0.7025,0.8428,0.6656,0.7438,0.0021176602758087326,32,4,2,0.3315258858857151,8,4,0.38,0.36,0.7285,21,0.6947,0.8361,0.6514,0.7442,0.0078,False,OK
2026-07-09,12:20:25,6,87,LSTM,0.7022,0.8363,0.672,0.7352,0.0010948778019916892,8,64,4,0.23636304504816236,16,5,0.32,0.24,0.7285,21,0.6738,0.8258,0.6387,0.7131,0.0283,False,OK
2026-07-09,11:38:41,6,10,LSTM,0.702,0.8384,0.6752,0.731,0.00024466067370756424,48,4,2,0.3137870221601252,8,5,0.39,0.32,0.7191,5,0.6802,0.8309,0.6412,0.7241,0.0218,False,OK
2026-07-09,12:13:30,6,73,LSTM,0.7005,0.8393,0.6815,0.7205,0.0016867584481552254,16,512,3,0.39663122566312714,16,5,0.34,0.27,0.7285,21,0.6915,0.8383,0.6616,0.7242,0.009,False,OK
2026-07-09,11:47:04,6,26,LSTM,0.6993,0.8367,0.6815,0.7181,0.000504425547420596,64,512,3,0.33663060926361943,16,5,0.32,0.26,0.7285,21,0.6859,0.829,0.6667,0.7062,0.0135,False,OK
2026-07-09,12:26:47,6,98,LSTM,0.6987,0.7977,0.672,0.7276,0.0008851556870575254,48,2,5,0.24923212641493334,8,4,0.34,0.3,0.7285,21,0.6783,0.7849,0.6438,0.7167,0.0204,False,OK
2026-07-09,11:43:35,6,19,LSTM,0.6983,0.8343,0.7038,0.6928,0.002499895864951007,4,256,4,0.30829042577480825,16,4,0.35,0.4,0.7273,12,0.6762,0.8272,0.659,0.6944,0.022,False,OK
2026-07-09,11:38:21,6,9,LSTM,0.6972,0.8376,0.6783,0.7172,5.114334905255214e-05,128,128,5,0.304314019446759,16,3,0.41,0.33,0.7191,5,0.6816,0.8284,0.659,0.7057,0.0156,False,OK
2026-07-09,12:23:33,6,92,LSTM,0.6944,0.8351,0.6656,0.7257,0.000428693441817583,128,512,5,0.22233253070482606,16,5,0.41,0.34,0.7285,21,0.6667,0.8253,0.631,0.7066,0.0277,False,OK
2026-07-09,12:13:19,6,72,LSTM,0.6921,0.8319,0.6656,0.7207,0.000997356998363498,2,32,3,0.366926972151985,16,5,0.29,0.25,0.7285,21,0.6747,0.8156,0.6412,0.7119,0.0174,False,OK
2026-07-09,11:36:15,6,4,LSTM,0.6916,0.83,0.6783,0.7053,0.001,2,2,2,0.0,16,3,0.34,0.32,0.7155,3,0.6649,0.8211,0.6539,0.6763,0.0266,True,OK
2026-07-09,11:37:43,6,7,LSTM,0.6902,0.83,0.6529,0.7321,0.00032354255966394373,256,2,6,0.10351199264000677,8,4,0.35,0.26,0.7191,5,0.674,0.8283,0.626,0.73,0.0163,False,OK
2026-07-09,11:35:04,6,1,LSTM,0.689,0.8351,0.6879,0.6901,0.001,4,2,2,0.3,8,3,0.24,0.25,0.7036,0,0.6737,0.8146,0.6514,0.6975,0.0153,True,OK
2026-07-09,11:50:01,6,33,LSTM,0.6834,0.8246,0.6497,0.7208,0.0007916907683598464,2,32,2,0.3808504881161683,8,4,0.3,0.24,0.7285,21,0.6685,0.8188,0.631,0.7106,0.015,False,OK
2026-07-09,11:44:23,6,20,LSTM,0.6505,0.7959,0.6401,0.6612,0.0002811786268842287,2,2,4,0.24094874353972906,8,5,0.26,0.27,0.7273,12,0.6385,0.7964,0.6336,0.6434,0.012,False,OK
2026-07-09,11:37:52,6,8,LSTM,0.4864,0.4934,1.0,0.3214,0.00046892519874069065,4,32,6,0.02982025747190833,8,2,0.2,0.2,0.7191,5,0.4867,0.4855,1.0,0.3216,-0.0002,False,OK
2026-07-09,11:36:59,6,6,LSTM,0.4864,0.3562,1.0,0.3214,0.0002317175804240088,2,4,3,0.2447411578889518,16,3,0.2,0.2,0.7191,5,0.4867,0.3411,1.0,0.3216,-0.0002,False,OK
