date,time,seq_length,trial_id,val_f1,val_auc,val_recall,val_precision,d_model,lr,d_ff,e_layers,top_k,num_kernels,dropout,batch_size,patience,val_threshold,best_test_threshold,best_val_so_far,best_trial_id,test_f1,test_auc,test_recall,test_precision,gap_val_test,is_enqueued,status
2026-07-08,23:36:11,4,98,0.6995,0.8365,0.7006,0.6984,128,0.0004415989037582618,256,2,2,6,0.11264539160574959,16,4,0.3,0.28,0.7094,83,0.6937,0.8339,0.6743,0.7143,0.0058,False,OK
2026-07-08,23:19:35,4,92,0.6995,0.834,0.6783,0.722,32,0.0009225288517190945,16,3,2,6,0.005714141222569136,16,5,0.4,0.32,0.7094,83,0.6881,0.8274,0.6539,0.726,0.0114,False,OK
2026-07-08,18:10:13,4,7,0.6994,0.8387,0.7038,0.695,64,0.0006416354462323625,16,2,2,6,0.25456416450551217,16,5,0.38,0.38,0.7061,5,0.7028,0.8343,0.6921,0.7139,-0.0035,False,OK
2026-07-08,22:19:38,4,72,0.6991,0.8383,0.7102,0.6883,128,0.002212790491667799,64,2,2,6,0.031420555250276025,8,5,0.29,0.27,0.7089,51,0.6954,0.8302,0.6768,0.7151,0.0036,False,OK
2026-07-08,22:48:49,4,82,0.6989,0.8357,0.7134,0.685,64,0.0001513878703899425,512,3,2,4,0.2684697937012287,8,5,0.29,0.29,0.7089,51,0.7038,0.8341,0.7074,0.7003,-0.0049,False,OK
2026-07-08,19:33:03,4,26,0.6988,0.8446,0.7166,0.6818,8,0.0016466771159931268,64,3,2,6,0.08835293909769625,16,5,0.29,0.3,0.7065,19,0.6784,0.8291,0.7328,0.6316,0.0203,False,OK
2026-07-08,20:52:11,4,47,0.6984,0.8382,0.6783,0.7196,48,0.0001995340845256783,4,4,2,6,0.10701978436310691,8,5,0.46,0.33,0.7065,19,0.6909,0.8335,0.6539,0.7322,0.0075,False,OK
2026-07-08,19:16:48,4,22,0.6983,0.8408,0.6561,0.7464,48,0.0008341643031076046,512,2,2,6,0.25600415036565993,8,5,0.45,0.37,0.7065,19,0.6777,0.829,0.6234,0.7424,0.0206,False,OK
2026-07-08,22:21:26,4,73,0.6981,0.8332,0.707,0.6894,256,0.0006895001585637043,64,2,2,4,0.03060837476734916,8,3,0.58,0.47,0.7089,51,0.6934,0.8344,0.6819,0.7053,0.0047,False,OK
2026-07-08,21:41:53,4,63,0.698,0.8372,0.7102,0.6862,32,0.0007354389084760041,128,2,2,6,0.1373295454577035,16,4,0.32,0.32,0.7089,51,0.698,0.833,0.6997,0.6962,-0.0,False,OK
2026-07-08,23:23:02,4,93,0.6975,0.8366,0.7197,0.6766,128,0.0011242327629540053,16,4,2,6,0.15823049090060382,16,5,0.38,0.4,0.7094,83,0.6936,0.831,0.6997,0.6875,0.004,False,OK
2026-07-08,22:35:36,4,78,0.6973,0.839,0.7006,0.694,128,0.0009676098516280165,32,2,2,4,0.0380774101465272,8,4,0.29,0.26,0.7089,51,0.694,0.8358,0.6896,0.6985,0.0033,False,OK
2026-07-08,23:24:37,4,94,0.6972,0.8323,0.7038,0.6906,256,0.0010640463933962276,64,2,2,4,0.06913350250519144,16,5,0.37,0.35,0.7094,83,0.6769,0.834,0.6718,0.6822,0.0202,False,OK
2026-07-08,23:30:20,4,96,0.6966,0.8337,0.6911,0.7023,128,0.000743924693200876,64,3,2,3,0.2847910361707597,16,5,0.5,0.39,0.7094,83,0.6825,0.8295,0.6565,0.7107,0.0141,False,OK
2026-07-08,21:49:04,4,65,0.6963,0.8398,0.7229,0.6716,32,0.0011599794978058853,4,2,2,4,0.2569105461807418,16,4,0.26,0.29,0.7089,51,0.6922,0.8337,0.7125,0.6731,0.0041,False,OK
2026-07-08,21:31:00,4,59,0.6962,0.835,0.7006,0.6918,4,0.0018589010703293344,4,3,2,4,0.025051036800327095,8,5,0.43,0.41,0.7089,51,0.69,0.8291,0.6768,0.7037,0.0062,False,OK
2026-07-08,22:38:29,4,79,0.6962,0.8329,0.6752,0.7186,32,0.0009088670449148217,256,2,2,6,0.2804593618402217,16,5,0.39,0.32,0.7089,51,0.6897,0.8279,0.659,0.7235,0.0065,False,OK
2026-07-08,19:36:45,4,27,0.6959,0.8344,0.7325,0.6628,256,0.0005737083856223746,512,3,2,6,0.0054965520412460014,16,5,0.32,0.38,0.7065,19,0.6691,0.8236,0.687,0.6522,0.0268,False,OK
2026-07-08,18:27:00,4,11,0.6959,0.8377,0.707,0.6852,64,0.0005007666891209306,32,3,2,6,0.2753321516433814,16,5,0.33,0.26,0.7061,5,0.6935,0.8345,0.6794,0.7082,0.0024,False,OK
2026-07-08,19:09:32,4,21,0.6958,0.8377,0.7102,0.682,48,0.0014934165243026,512,2,2,4,0.10999936326185526,16,5,0.26,0.24,0.7065,19,0.6835,0.8343,0.6896,0.6775,0.0123,False,OK
2026-07-08,20:03:24,4,33,0.6957,0.8366,0.6879,0.7036,48,0.00029344913249921943,128,3,2,6,0.22345864513246552,8,4,0.43,0.4,0.7065,19,0.6839,0.8313,0.6718,0.6966,0.0117,False,OK
2026-07-08,23:01:21,4,86,0.6955,0.8334,0.7166,0.6757,128,0.0019192939140734767,8,5,2,6,0.2297667531816865,16,5,0.31,0.3,0.7094,83,0.6935,0.8274,0.7023,0.6849,0.0021,False,OK
2026-07-08,23:14:34,4,90,0.6954,0.8341,0.6943,0.6965,256,0.0007213081113954443,16,3,2,3,0.1780265701510702,16,5,0.39,0.44,0.7094,83,0.671,0.8291,0.6616,0.6806,0.0244,False,OK
2026-07-08,22:27:51,4,75,0.6949,0.8385,0.6783,0.7124,48,0.0017280774383331252,32,3,2,4,0.07393257856578189,8,5,0.47,0.34,0.7089,51,0.6844,0.8287,0.6565,0.7147,0.0106,False,OK
2026-07-08,21:46:16,4,64,0.6947,0.8397,0.6847,0.7049,32,0.00032078019496735785,128,3,2,6,0.28765860925800085,16,5,0.32,0.25,0.7089,51,0.6975,0.8405,0.6718,0.7253,-0.0028,False,OK
2026-07-08,22:32:46,4,77,0.6937,0.8362,0.707,0.681,64,0.00039350267941288804,128,4,2,4,0.25939183627897083,16,5,0.35,0.38,0.7089,51,0.6944,0.8291,0.6997,0.6892,-0.0007,False,OK
2026-07-08,22:58:39,4,85,0.6932,0.8387,0.6943,0.6921,16,0.0015081985822696141,4,3,2,3,0.20739660917078273,16,5,0.34,0.31,0.7094,83,0.6832,0.8326,0.6667,0.7005,0.01,False,OK
2026-07-08,23:12:18,4,89,0.6927,0.8322,0.707,0.6789,32,0.0011808842845465381,8,4,2,6,0.31302397145527483,8,5,0.35,0.33,0.7094,83,0.6933,0.8248,0.6845,0.7023,-0.0006,False,OK
2026-07-08,21:59:49,4,67,0.6924,0.835,0.6847,0.7003,64,0.0014249589646837036,2,2,2,6,0.2666058123961904,8,5,0.29,0.23,0.7089,51,0.6896,0.829,0.6641,0.717,0.0029,False,OK
2026-07-08,18:14:53,4,8,0.6924,0.8299,0.7134,0.6727,16,0.00012758738854286804,16,6,2,6,0.0027808522124762817,8,2,0.32,0.27,0.7061,5,0.6784,0.8243,0.687,0.67,0.014,False,OK
2026-07-08,19:43:37,4,29,0.6916,0.8365,0.6783,0.7053,4,0.00031420692153319316,64,2,2,3,0.003570512370208001,8,5,0.46,0.31,0.7065,19,0.6721,0.8338,0.6336,0.7155,0.0195,False,OK
2026-07-08,23:34:17,4,97,0.6912,0.8323,0.7166,0.6677,4,0.0011140237727184164,8,3,2,6,0.22502742694112446,16,5,0.31,0.33,0.7094,83,0.6659,0.8247,0.7328,0.6102,0.0253,False,OK
2026-07-08,19:39:48,4,28,0.6912,0.8356,0.7166,0.6677,16,0.001061015329611695,4,3,2,3,0.09902165156449319,8,4,0.27,0.29,0.7065,19,0.6904,0.829,0.715,0.6675,0.0008,False,OK
2026-07-08,23:39:49,4,99,0.691,0.831,0.6943,0.6877,16,0.0011184498673760782,512,3,2,6,0.33742624737652077,16,5,0.31,0.25,0.7094,83,0.6805,0.8226,0.6692,0.6921,0.0105,False,OK
2026-07-08,21:07:21,4,52,0.6909,0.8327,0.6975,0.6844,32,0.0018656152658575453,512,2,2,3,0.37617045877841226,16,4,0.33,0.28,0.7089,51,0.6675,0.8209,0.6514,0.6845,0.0233,False,OK
2026-07-08,20:28:10,4,41,0.6907,0.8222,0.672,0.7104,128,0.002198675077910827,32,3,2,4,0.06465554964764698,16,4,0.21,0.2,0.7065,19,0.6738,0.8228,0.6412,0.7099,0.0169,False,OK
2026-07-08,20:19:53,4,37,0.6903,0.8344,0.6815,0.6993,64,0.0025127946139836856,64,2,2,3,0.006159503138057593,8,5,0.47,0.46,0.7065,19,0.689,0.8341,0.6794,0.699,0.0013,False,OK
2026-07-08,18:56:16,4,18,0.6902,0.8303,0.6847,0.6958,256,0.001219772741603871,128,2,2,4,0.21771766613545987,8,5,0.27,0.22,0.7061,5,0.6829,0.8334,0.6794,0.6864,0.0073,False,OK
2026-07-08,23:43:24,4,100,0.6901,0.8322,0.7197,0.6628,48,0.00013987202686605512,128,3,2,6,0.12896496722222972,8,5,0.27,0.33,0.7094,83,0.6765,0.8251,0.7023,0.6525,0.0136,False,OK
2026-07-08,22:15:49,4,71,0.6899,0.8412,0.6624,0.7197,128,0.002562979139413566,512,2,2,4,0.03855981058944924,8,5,0.42,0.31,0.7089,51,0.6821,0.8304,0.6361,0.7353,0.0078,False,OK
2026-07-08,18:32:58,4,13,0.6893,0.8289,0.6783,0.7007,64,0.0004966862745708952,4,4,2,4,0.11062283314083585,8,5,0.42,0.35,0.7061,5,0.672,0.8245,0.6387,0.709,0.0173,False,OK
2026-07-08,21:17:29,4,55,0.6891,0.8306,0.6847,0.6935,32,0.0002310175486021592,512,2,2,6,0.3825679721198923,16,5,0.43,0.4,0.7089,51,0.6832,0.8271,0.6667,0.7005,0.0059,False,OK
2026-07-08,18:29:38,4,12,0.688,0.8296,0.6847,0.6913,32,0.0002949527513029715,16,2,2,4,0.3079987503352446,16,5,0.3,0.28,0.7061,5,0.6745,0.8278,0.6565,0.6935,0.0135,False,OK
2026-07-08,22:24:33,4,74,0.6875,0.8315,0.7006,0.6748,8,0.0009104842938821864,2,2,2,6,0.24972607273406305,16,5,0.31,0.31,0.7089,51,0.6924,0.8282,0.6845,0.7005,-0.0049,False,OK
2026-07-08,21:13:03,4,54,0.6875,0.8289,0.7006,0.6748,48,0.0014822298008496184,128,3,2,6,0.11685458055216061,8,5,0.39,0.36,0.7089,51,0.6855,0.8252,0.6794,0.6917,0.002,False,OK
2026-07-08,18:44:38,4,16,0.6874,0.8303,0.7038,0.6717,48,0.0015749096016459503,256,3,2,6,0.1749909444145939,8,4,0.39,0.35,0.7061,5,0.6675,0.819,0.6692,0.6658,0.0199,False,OK
2026-07-08,22:29:50,4,76,0.6863,0.8115,0.6306,0.7529,256,0.0026400082331030036,32,2,2,4,0.019549579430246364,8,5,0.39,0.3,0.7089,51,0.6496,0.8015,0.6132,0.6905,0.0367,False,OK
2026-07-08,21:33:46,4,60,0.6854,0.829,0.7006,0.6707,64,0.00023636959748055836,2,2,2,6,0.04582346030868675,8,5,0.32,0.23,0.7089,51,0.6709,0.8221,0.6667,0.6753,0.0144,False,OK
2026-07-08,18:23:31,4,10,0.6852,0.8271,0.6656,0.7061,16,0.000623330026117765,128,5,2,4,0.30544399741971057,8,5,0.4,0.33,0.7061,5,0.672,0.8248,0.6361,0.7123,0.0132,False,OK
2026-07-08,21:00:50,4,50,0.6848,0.8311,0.6815,0.6881,48,0.00011565843763455988,32,2,2,6,0.2675050559673681,8,5,0.24,0.21,0.7065,19,0.6675,0.8218,0.6514,0.6845,0.0173,False,OK
2026-07-08,20:33:21,4,43,0.6841,0.8268,0.707,0.6627,8,0.0028612634465868523,64,2,2,4,0.08753690429196775,8,5,0.41,0.42,0.7065,19,0.6784,0.8282,0.6845,0.6725,0.0057,False,OK
2026-07-08,21:10:09,4,53,0.6835,0.8305,0.6019,0.7908,32,0.002201564695785877,512,2,2,6,0.2321994040663119,16,5,0.5,0.29,0.7089,51,0.6512,0.8246,0.5725,0.755,0.0323,False,OK
2026-07-08,17:58:51,4,2,0.6834,0.8287,0.6943,0.6728,32,0.0001,32,2,2,6,0.1,8,3,0.2,0.27,0.6834,2,0.6793,0.8261,0.6845,0.6742,0.0041,True,OK
2026-07-08,18:17:20,4,9,0.681,0.8312,0.707,0.6568,16,0.00018779053622035974,64,6,2,3,0.09682210860460017,16,2,0.35,0.26,0.7061,5,0.6725,0.8228,0.6845,0.6609,0.0085,False,OK
2026-07-08,21:56:12,4,66,0.6801,0.834,0.7548,0.6188,4,0.0002496194227138508,128,3,2,6,0.07432217856037268,8,5,0.27,0.33,0.7089,51,0.6461,0.8146,0.7201,0.5859,0.0339,False,OK
2026-07-08,19:30:08,4,25,0.6799,0.8292,0.7102,0.652,4,0.0012879520922830594,8,2,2,6,0.1227754180371056,8,5,0.3,0.29,0.7065,19,0.6692,0.8198,0.6819,0.6569,0.0107,False,OK
2026-07-08,17:53:41,4,0,0.6791,0.8283,0.6943,0.6646,4,0.001,2,2,2,6,0.0,8,3,0.29,0.27,0.6791,0,0.6684,0.8152,0.6718,0.665,0.0108,True,OK
2026-07-08,18:37:34,4,14,0.679,0.8167,0.7006,0.6587,4,0.00010621265358942143,128,2,2,4,0.2535009597738638,8,5,0.27,0.26,0.7061,5,0.6617,0.8161,0.6768,0.6472,0.0173,False,OK
2026-07-08,21:39:37,4,62,0.6775,0.8123,0.5955,0.7857,128,0.0024199133397444484,128,2,2,4,0.014431850186613679,8,3,0.43,0.3,0.7089,51,0.6437,0.8108,0.57,0.7393,0.0339,False,OK
2026-07-08,20:31:17,4,42,0.6738,0.8325,0.7006,0.649,8,0.00018129865335403966,128,2,2,6,0.06779925442059268,8,4,0.29,0.27,0.7065,19,0.6609,0.8187,0.6845,0.639,0.0129,False,OK
2026-07-08,22:09:28,4,69,0.671,0.8091,0.6561,0.6867,4,0.0006034023249002023,512,2,2,6,0.30252032967929987,16,4,0.29,0.24,0.7089,51,0.6632,0.8113,0.6412,0.6866,0.0079,False,OK
2026-07-08,20:39:26,4,45,0.6709,0.8203,0.6656,0.6764,16,0.00022378712885759956,64,4,2,6,0.14147780521857262,16,5,0.35,0.31,0.7065,19,0.6528,0.8166,0.6387,0.6676,0.0182,False,OK
2026-07-08,17:55:53,4,1,0.6677,0.8168,0.6752,0.6604,4,0.001,2,2,2,6,0.3,8,3,0.32,0.27,0.6791,0,0.6582,0.8124,0.659,0.6574,0.0095,True,OK
2026-07-08,20:26:40,4,40,0.643,0.7762,0.6624,0.6246,2,0.002127941679601184,64,3,2,4,0.0983037239821201,8,4,0.29,0.21,0.7065,19,0.6197,0.764,0.6489,0.593,0.0233,False,OK
2026-07-08,18:00:11,4,3,0.5705,0.7322,0.586,0.5559,2,0.001,2,2,2,6,0.0,16,3,0.42,0.34,0.6834,2,0.5592,0.7283,0.6005,0.5233,0.0113,True,OK
2026-07-08,20:21:56,4,38,0.5239,0.6778,0.6624,0.4333,2,0.0007033758678392671,512,2,2,4,0.01797619230703467,8,5,0.36,0.43,0.7065,19,0.5251,0.6724,0.6794,0.4279,-0.0011,False,OK
2026-07-08,20:53:37,4,48,0.5156,0.6615,0.8408,0.3718,2,0.0004508037388315655,128,2,2,4,0.2159557954475141,16,5,0.39,0.39,0.7065,19,0.5238,0.6608,0.8524,0.3781,-0.0082,False,OK
2026-07-08,18:01:52,4,4,0.5133,0.4349,0.9522,0.3514,2,0.0002317175804240088,4,3,2,4,0.2447411578889518,16,3,0.43,0.43,0.6834,2,0.5184,0.4352,0.9669,0.3541,-0.0051,False,OK
