date,time,seq_length,trial_id,val_f1,val_auc,val_recall,val_precision,d_model,lr,d_ff,e_layers,top_k,num_kernels,dropout,batch_size,patience,val_threshold,best_test_threshold,best_val_so_far,best_trial_id,test_f1,test_auc,test_recall,test_precision,gap_val_test,is_enqueued,status
2026-07-09,02:28:39,6,11,0.7094,0.8486,0.6879,0.7322,32,0.0015041254168891086,16,2,3,3,0.32835397657388554,8,5,0.42,0.34,0.7094,11,0.6851,0.8344,0.6616,0.7104,0.0242,False,OK
2026-07-09,06:51:34,6,81,0.7093,0.8453,0.707,0.7115,256,0.0015785615546126826,64,5,2,3,0.3094257238478033,8,4,0.51,0.54,0.7273,47,0.6692,0.8199,0.6692,0.6692,0.0401,False,OK
2026-07-09,06:10:24,6,72,0.7093,0.8441,0.6529,0.7765,128,0.0019320679382380083,8,5,3,4,0.12675570046727586,16,5,0.37,0.25,0.7273,47,0.6584,0.8168,0.6081,0.7177,0.0509,False,OK
2026-07-09,03:49:31,6,35,0.709,0.8444,0.6752,0.7465,64,0.0020835516179364645,8,3,3,4,0.10734922247858512,16,3,0.39,0.28,0.7193,34,0.6722,0.8234,0.6234,0.7292,0.0369,False,OK
2026-07-09,01:52:07,6,0,0.7089,0.8459,0.6943,0.7243,64,0.001,128,3,3,4,0.2,8,3,0.41,0.45,0.7089,0,0.7037,0.8274,0.6768,0.7328,0.0052,True,OK
2026-07-09,07:21:29,6,88,0.7087,0.8515,0.6975,0.7204,128,0.00044177294315668974,32,5,3,3,0.3773160303176415,16,5,0.38,0.38,0.7273,47,0.6985,0.8353,0.6896,0.7076,0.0103,False,OK
2026-07-09,07:34:00,6,91,0.7087,0.8501,0.6624,0.7619,64,0.0021346876742645376,8,3,2,4,0.3998205553192917,8,3,0.48,0.4,0.7273,47,0.6759,0.8266,0.6234,0.738,0.0328,False,OK
2026-07-09,05:18:22,6,58,0.7083,0.8429,0.7229,0.6942,128,0.0022219968729786854,8,4,2,4,0.29271276769600063,8,4,0.35,0.3,0.7273,47,0.688,0.8298,0.6845,0.6915,0.0203,False,OK
2026-07-09,06:02:44,6,70,0.7081,0.8504,0.7261,0.6909,128,0.0024766378560512454,8,6,3,4,0.23106015983753306,8,5,0.34,0.37,0.7273,47,0.699,0.8382,0.715,0.6837,0.0091,False,OK
2026-07-09,03:25:04,6,27,0.7079,0.8485,0.7102,0.7057,16,0.0018586561643922517,16,3,2,3,0.04629781876766087,16,4,0.4,0.41,0.7157,12,0.7027,0.8358,0.6947,0.7109,0.0052,False,OK
2026-07-09,03:04:14,6,20,0.7074,0.8497,0.6815,0.7354,32,0.00037140677293500725,8,4,3,6,0.025628855410746068,8,5,0.48,0.34,0.7157,12,0.6957,0.8363,0.6514,0.7464,0.0118,False,OK
2026-07-09,05:13:26,6,57,0.7071,0.8457,0.6688,0.75,48,0.0016305622940587534,8,3,3,4,0.23309248496178547,8,5,0.47,0.28,0.7273,47,0.6722,0.8346,0.6183,0.7364,0.0349,False,OK
2026-07-09,05:36:56,6,63,0.707,0.8454,0.6879,0.7273,64,0.0026286100219838214,8,2,2,6,0.2712082239840192,8,4,0.28,0.29,0.7273,47,0.6886,0.8327,0.6667,0.712,0.0185,False,OK
2026-07-09,04:13:37,6,40,0.7069,0.8487,0.672,0.7456,64,0.0012222960063743595,4,3,3,4,0.2609421608450358,16,4,0.44,0.41,0.7193,34,0.6929,0.8344,0.6489,0.7434,0.0139,False,OK
2026-07-09,08:08:33,6,97,0.7066,0.8508,0.6943,0.7195,64,0.002033307734318275,8,3,3,3,0.23793818281411447,16,3,0.33,0.31,0.7273,47,0.6843,0.8322,0.659,0.7115,0.0224,False,OK
2026-07-09,03:14:28,6,23,0.7066,0.8472,0.7325,0.6825,16,0.002027179783166231,16,3,3,3,0.023364591779985174,8,4,0.38,0.4,0.7157,12,0.6675,0.8156,0.7023,0.6359,0.0391,False,OK
2026-07-09,02:47:39,6,17,0.7065,0.8466,0.6975,0.7157,32,0.0014477884889282304,8,5,2,3,0.1422562695394854,16,5,0.29,0.34,0.7157,12,0.6914,0.8344,0.6641,0.721,0.0151,False,OK
2026-07-09,05:08:13,6,56,0.7065,0.8426,0.6592,0.761,64,0.002033779777598154,16,2,2,4,0.39563378179376185,8,4,0.41,0.32,0.7273,47,0.6593,0.8222,0.6081,0.7199,0.0472,False,OK
2026-07-09,04:58:48,6,52,0.7062,0.8494,0.7389,0.6764,64,0.0020145801315653695,8,3,2,3,0.2997761222303419,8,5,0.35,0.35,0.7273,47,0.6929,0.83,0.7176,0.6698,0.0134,False,OK
2026-07-09,06:59:45,6,83,0.7061,0.8464,0.6656,0.7518,32,0.002533341482398938,2,4,2,3,0.339793595492942,8,5,0.4,0.3,0.7273,47,0.6667,0.8332,0.6183,0.7232,0.0394,False,OK
2026-07-09,06:53:45,6,82,0.7042,0.8467,0.6975,0.711,16,0.0028133691544113136,64,3,2,3,0.33344446080097856,16,5,0.37,0.33,0.7273,47,0.685,0.8364,0.6641,0.7073,0.0191,False,OK
2026-07-09,03:43:55,6,33,0.704,0.8394,0.7006,0.7074,32,0.0009975668646735561,512,4,3,4,0.08058639245039037,16,4,0.31,0.35,0.7177,32,0.6805,0.8221,0.6667,0.695,0.0235,False,OK
2026-07-09,05:28:29,6,61,0.7039,0.851,0.7229,0.6858,64,0.0010815174238982738,8,3,2,6,0.24842410797793607,16,3,0.31,0.37,0.7273,47,0.6884,0.8282,0.6997,0.6773,0.0155,False,OK
2026-07-09,05:48:02,6,67,0.7034,0.8494,0.6911,0.7162,64,0.0015638095790009591,128,4,2,6,0.39436722061969753,16,4,0.31,0.31,0.7273,47,0.6869,0.8262,0.6616,0.7143,0.0165,False,OK
2026-07-09,04:02:51,6,38,0.7032,0.8444,0.6943,0.7124,32,0.0016239700006286549,2,3,3,3,0.2617889612348452,16,3,0.28,0.22,0.7193,34,0.6866,0.8354,0.6718,0.7021,0.0166,False,OK
2026-07-09,03:19:11,6,25,0.7028,0.8522,0.6815,0.7254,48,0.001277581459200827,16,2,3,6,0.05252563523193929,16,4,0.31,0.21,0.7157,12,0.6931,0.8397,0.6667,0.7218,0.0097,False,OK
2026-07-09,06:12:11,6,73,0.7027,0.8449,0.7038,0.7016,48,0.0021448423204706766,64,2,2,3,0.22680552552507055,16,3,0.27,0.22,0.7273,47,0.6934,0.8338,0.6819,0.7053,0.0093,False,OK
2026-07-09,01:55:05,6,1,0.702,0.8487,0.6752,0.731,48,0.000936,4,2,3,3,0.387,8,5,0.43,0.39,0.7089,0,0.6843,0.836,0.659,0.7115,0.0177,True,OK
2026-07-09,05:26:07,6,60,0.702,0.842,0.7166,0.6881,8,0.002968125582841996,128,3,3,4,0.19675053856903843,16,4,0.29,0.34,0.7273,47,0.6809,0.8144,0.6921,0.67,0.0212,False,OK
2026-07-09,07:03:03,6,84,0.7019,0.8412,0.6561,0.7546,256,0.0019984764435434822,8,5,3,4,0.2413078091909415,16,5,0.2,0.2,0.7273,47,0.6719,0.8186,0.6565,0.688,0.03,False,OK
2026-07-09,04:46:18,6,50,0.7016,0.8391,0.6815,0.723,8,0.001182038025684381,8,2,2,4,0.3712636035016508,8,4,0.35,0.26,0.7273,47,0.6693,0.8333,0.6438,0.697,0.0323,False,OK
2026-07-09,03:30:19,6,29,0.7012,0.8472,0.6688,0.7368,48,0.0011566638875094267,256,4,3,3,0.26245181639602916,16,5,0.3,0.29,0.7157,12,0.6839,0.8297,0.6412,0.7326,0.0173,False,OK
2026-07-09,08:05:18,6,96,0.7011,0.8502,0.6911,0.7115,128,0.0001366529217035758,8,5,3,3,0.3495339089414302,16,5,0.37,0.32,0.7273,47,0.6938,0.8399,0.6718,0.7174,0.0073,False,OK
2026-07-09,03:33:52,6,30,0.7011,0.8421,0.7357,0.6696,16,0.0013842263664685995,128,5,3,3,0.06133126610120741,16,5,0.22,0.21,0.7157,12,0.6849,0.8315,0.6997,0.6707,0.0161,False,OK
2026-07-09,04:30:32,6,45,0.6992,0.8423,0.6624,0.7402,32,0.0011673074090544934,512,4,3,3,0.33727461518692065,16,5,0.39,0.37,0.7193,34,0.6729,0.8325,0.6361,0.7143,0.0262,False,OK
2026-07-09,04:43:18,6,49,0.6983,0.8484,0.6561,0.7464,16,0.0021069147595804178,8,2,2,6,0.36492288815345303,8,3,0.5,0.44,0.7273,47,0.6882,0.8377,0.6514,0.7293,0.0101,False,OK
2026-07-09,04:39:47,6,48,0.6981,0.8449,0.6847,0.7119,32,0.0011256335048214386,2,2,2,4,0.3481706655974644,8,4,0.22,0.23,0.7273,47,0.68,0.8344,0.6921,0.6683,0.0181,False,OK
2026-07-09,03:26:46,6,28,0.6975,0.8441,0.672,0.7251,16,0.0022631343841022734,4,3,3,3,0.1478054813916814,16,2,0.33,0.29,0.7157,12,0.6781,0.827,0.6514,0.7072,0.0194,False,OK
2026-07-09,07:59:45,6,95,0.6964,0.8382,0.672,0.7226,32,0.0028458680673214653,64,5,3,3,0.30472787953980984,8,5,0.28,0.26,0.7273,47,0.6676,0.8233,0.631,0.7086,0.0288,False,OK
2026-07-09,03:16:48,6,24,0.6948,0.8425,0.6815,0.7086,32,0.0007443354169991312,8,2,2,3,0.376869188309299,16,5,0.39,0.35,0.7157,12,0.6874,0.8355,0.6743,0.7011,0.0074,False,OK
2026-07-09,05:21:52,6,59,0.6945,0.8391,0.6624,0.7298,64,0.0018760181501322826,512,3,3,4,0.32025494465255466,8,5,0.36,0.3,0.7273,47,0.6729,0.8256,0.6387,0.711,0.0216,False,OK
2026-07-09,06:22:41,6,76,0.6944,0.8362,0.6911,0.6977,32,0.002590648910835498,256,3,2,3,0.2470269697913843,16,5,0.32,0.3,0.7273,47,0.6701,0.8261,0.6616,0.6789,0.0243,False,OK
2026-07-09,02:41:14,6,15,0.6941,0.8449,0.6975,0.6909,32,0.0015024611153303623,8,5,3,3,0.14140105495054445,16,3,0.35,0.29,0.7157,12,0.6667,0.8332,0.6565,0.6772,0.0275,False,OK
2026-07-09,06:45:58,6,80,0.6939,0.8378,0.6752,0.7138,32,0.0011961775002690066,256,5,2,6,0.367786030829876,8,5,0.38,0.45,0.7273,47,0.6832,0.8233,0.6641,0.7035,0.0107,False,OK
2026-07-09,04:54:58,6,51,0.6938,0.837,0.6783,0.71,4,0.0016393665614299598,256,4,3,4,0.3673898719047345,8,5,0.53,0.2,0.7273,47,0.6675,0.8353,0.6438,0.6932,0.0263,False,OK
2026-07-09,02:17:25,6,8,0.6935,0.8429,0.6592,0.7314,32,0.0001579479719759463,128,2,3,6,0.2918424713352256,16,3,0.41,0.3,0.7089,0,0.664,0.8314,0.6285,0.7037,0.0295,False,OK
2026-07-09,07:55:11,6,94,0.6935,0.8458,0.6847,0.7026,48,0.00028412024831779077,8,5,3,4,0.3102798748576391,16,5,0.3,0.29,0.7273,47,0.6918,0.8341,0.6768,0.7074,0.0017,False,OK
2026-07-09,05:38:37,6,64,0.6934,0.8369,0.6879,0.699,32,0.0017106493479385795,8,2,3,3,0.26323204753588764,16,5,0.4,0.34,0.7273,47,0.6797,0.8296,0.6616,0.6989,0.0137,False,OK
2026-07-09,01:59:22,6,2,0.6928,0.8328,0.6465,0.7463,4,0.001,2,2,2,6,0.0,8,3,0.43,0.34,0.7089,0,0.6748,0.8221,0.6336,0.7217,0.018,True,OK
2026-07-09,02:04:01,6,3,0.6919,0.8382,0.6688,0.7167,4,0.001,2,2,2,6,0.3,8,3,0.3,0.28,0.7089,0,0.6763,0.8265,0.6565,0.6973,0.0156,True,OK
2026-07-09,08:14:49,6,98,0.6913,0.8402,0.6561,0.7305,4,0.0009725896026293913,64,6,3,3,0.3471411810106863,16,5,0.37,0.25,0.7273,47,0.6648,0.8332,0.6183,0.7189,0.0264,False,OK
2026-07-09,02:15:08,6,7,0.6912,0.8363,0.7166,0.6677,128,0.0013690608760126286,64,4,2,4,0.07839314496765809,16,3,0.45,0.46,0.7089,0,0.6757,0.8259,0.6972,0.6555,0.0155,False,OK
2026-07-09,02:07:39,6,4,0.6908,0.8387,0.6688,0.7143,32,0.0001,32,2,2,6,0.1,8,3,0.34,0.24,0.7089,0,0.6789,0.8358,0.6565,0.703,0.0118,True,OK
2026-07-09,03:22:36,6,26,0.6899,0.8366,0.6306,0.7615,4,0.0009657826079097619,16,4,3,3,0.11870581274181202,16,4,0.39,0.24,0.7157,12,0.646,0.8322,0.5827,0.7247,0.0439,False,OK
2026-07-09,04:32:04,6,46,0.6885,0.8335,0.6688,0.7095,128,0.0027466598037354196,8,2,3,3,0.27275188256222643,16,4,0.3,0.2,0.7193,34,0.6799,0.8324,0.6539,0.708,0.0086,False,OK
2026-07-09,02:13:23,6,6,0.6835,0.8397,0.6465,0.725,32,6.342368214226899e-05,32,5,3,6,0.236965827544817,16,2,0.39,0.28,0.7089,0,0.6595,0.8308,0.6234,0.7,0.024,False,OK
2026-07-09,02:52:05,6,18,0.6831,0.8333,0.707,0.6607,4,0.002261826641648314,2,3,3,6,0.3102653389668565,16,5,0.26,0.25,0.7157,12,0.6766,0.8205,0.6921,0.6618,0.0065,False,OK
2026-07-09,02:55:39,6,19,0.6788,0.8375,0.7134,0.6474,8,0.0003662597871862001,8,3,3,3,0.3381041529356081,16,4,0.22,0.25,0.7157,12,0.6667,0.8219,0.7023,0.6345,0.0121,False,OK
2026-07-09,02:09:15,6,5,0.5632,0.7293,0.5605,0.5659,2,0.001,2,2,2,6,0.0,16,3,0.34,0.24,0.7089,0,0.557,0.7417,0.5598,0.5542,0.0062,True,OK
2026-07-09,04:15:54,6,41,0.5537,0.6878,0.6401,0.4879,2,0.0012646027296609717,8,3,3,4,0.23064659803615065,16,4,0.27,0.26,0.7193,34,0.5329,0.6824,0.6183,0.4682,0.0208,False,OK
2026-07-09,02:25:30,6,10,0.5302,0.6562,0.6433,0.4509,2,0.00214826902981177,128,2,3,4,0.135239609404516,8,3,0.24,0.32,0.7089,0,0.5197,0.6569,0.6387,0.438,0.0105,False,OK
2026-07-09,02:23:27,6,9,0.4986,0.6351,0.8503,0.3527,2,0.0004977436807314313,4,6,2,6,0.3485842360750871,8,5,0.28,0.34,0.7089,0,0.5027,0.6495,0.8346,0.3596,-0.0041,False,OK
