date,time,seq_length,trial_id,model,val_f1,val_auc,val_recall,val_precision,lr,d_model,n_heads,d_ff,e_layers,dropout,batch_size,patience,val_threshold,best_test_threshold,best_val_so_far,best_trial_id,test_f1,test_auc,test_recall,test_precision,gap_val_test,is_enqueued,status
2026-07-09,13:59:01,16,67,Transformer,0.7521,0.8676,0.7293,0.7763,0.00027943034707558583,48,8,64,4,0.2755089251061187,8,5,0.45,0.23,0.757,51,0.7141,0.8659,0.6641,0.7722,0.038,False,OK
2026-07-09,13:19:59,16,31,Transformer,0.7517,0.8709,0.7134,0.7943,0.0004311051258584893,128,8,256,4,0.34769168502974585,8,5,0.65,0.38,0.7521,2,0.7019,0.8619,0.6412,0.7754,0.0497,False,OK
2026-07-09,14:13:49,16,82,Transformer,0.7513,0.8645,0.7166,0.7895,0.0001225551404627708,64,4,128,6,0.3029877242992206,8,5,0.51,0.38,0.757,51,0.6955,0.8567,0.6336,0.7709,0.0557,False,OK
2026-07-09,14:10:48,16,81,Transformer,0.7512,0.8683,0.7261,0.7782,0.00026738836829737396,256,8,64,4,0.2938203112828488,16,5,0.38,0.25,0.757,51,0.712,0.8655,0.6667,0.7638,0.0393,False,OK
2026-07-09,13:10:12,16,24,Transformer,0.7512,0.871,0.7261,0.7782,0.00036085834542696436,32,8,256,4,0.3421058166926942,8,5,0.39,0.23,0.7521,2,0.7083,0.8637,0.6641,0.7587,0.043,False,OK
2026-07-09,13:08:55,16,23,Transformer,0.7512,0.8634,0.7261,0.7782,0.0003554046122325737,32,8,8,5,0.3380267529074068,8,5,0.43,0.28,0.7521,2,0.7019,0.8597,0.659,0.7507,0.0493,False,OK
2026-07-09,13:55:22,16,64,Transformer,0.7512,0.8685,0.7357,0.7674,0.0006648928562340418,64,16,16,2,0.18845838362889955,16,5,0.44,0.41,0.757,51,0.7227,0.8611,0.6896,0.7591,0.0286,False,OK
2026-07-09,13:37:31,16,44,Transformer,0.7508,0.866,0.7293,0.7736,8.906214313204586e-05,32,8,256,4,0.30487010243615664,8,5,0.37,0.3,0.7521,2,0.717,0.8632,0.6768,0.7622,0.0338,False,OK
2026-07-09,13:48:32,16,57,Transformer,0.7504,0.867,0.6943,0.8165,0.0002761934642195601,32,16,256,2,0.14626496520807342,8,4,0.38,0.22,0.757,51,0.6819,0.8613,0.6081,0.776,0.0685,False,OK
2026-07-09,13:50:46,16,60,Transformer,0.7504,0.8658,0.7229,0.7801,0.0022845753279114823,32,16,32,2,0.31781410935953497,8,5,0.46,0.35,0.757,51,0.708,0.8629,0.6539,0.7718,0.0424,False,OK
2026-07-09,14:24:29,16,92,Transformer,0.7504,0.8649,0.7229,0.7801,0.00019520658885999922,48,8,128,2,0.33421465601088124,8,5,0.41,0.32,0.757,51,0.7156,0.861,0.6692,0.769,0.0348,False,OK
2026-07-09,14:02:36,16,71,Transformer,0.7504,0.8632,0.7134,0.7915,0.00015170455268267665,64,8,256,2,0.175380855380578,16,4,0.47,0.31,0.757,51,0.712,0.8624,0.6667,0.7638,0.0385,False,OK
2026-07-09,13:47:16,16,55,Transformer,0.7496,0.8649,0.7293,0.771,0.0002757969493980578,128,8,256,3,0.3120331450057702,16,5,0.42,0.35,0.757,51,0.7135,0.8662,0.6718,0.7608,0.0361,False,OK
2026-07-09,13:52:17,16,61,Transformer,0.7496,0.8657,0.7102,0.7936,0.00111700790860367,48,16,16,3,0.3598597211823789,8,5,0.36,0.24,0.757,51,0.7003,0.8546,0.6361,0.7788,0.0493,False,OK
2026-07-09,13:40:50,16,47,Transformer,0.7496,0.8636,0.7293,0.771,0.00033182523438247795,32,8,64,2,0.38543725544453233,8,4,0.45,0.38,0.755,46,0.7145,0.8627,0.6718,0.763,0.0351,False,OK
2026-07-09,13:34:55,16,42,Transformer,0.7492,0.8615,0.7134,0.7887,0.0009966876485010283,32,8,256,4,0.2598674195465236,8,5,0.48,0.33,0.7521,2,0.7056,0.8588,0.6463,0.7768,0.0436,False,OK
2026-07-09,14:22:16,16,90,Transformer,0.7492,0.8672,0.7134,0.7887,0.0009005889242811497,32,8,16,2,0.34033455914451205,8,5,0.43,0.32,0.757,51,0.6993,0.8605,0.6361,0.7764,0.0499,False,OK
2026-07-09,14:17:49,16,86,Transformer,0.7492,0.868,0.7038,0.8007,0.0008262245153993996,32,16,64,4,0.39609593169923385,8,5,0.52,0.31,0.757,51,0.6996,0.8624,0.631,0.7848,0.0496,False,OK
2026-07-09,14:20:24,16,88,Transformer,0.7488,0.8658,0.7261,0.7729,0.0003340733308286983,16,16,64,4,0.22370804273273465,8,4,0.43,0.3,0.757,51,0.7077,0.866,0.659,0.764,0.0411,False,OK
2026-07-09,12:53:30,16,14,Transformer,0.7484,0.8627,0.7293,0.7685,0.00015034527281478476,64,8,128,5,0.3029830864126122,8,5,0.37,0.28,0.7521,2,0.7076,0.8626,0.6743,0.7444,0.0408,False,OK
2026-07-09,13:46:00,16,53,Transformer,0.7484,0.8649,0.7293,0.7685,0.0006255891730622271,64,8,256,2,0.36449584286513687,16,4,0.38,0.33,0.757,51,0.7124,0.8639,0.6743,0.755,0.036,False,OK
2026-07-09,13:31:17,16,40,Transformer,0.7483,0.867,0.7197,0.7793,0.00021900183007632148,16,8,32,5,0.38756440027695843,8,5,0.41,0.31,0.7521,2,0.7096,0.857,0.659,0.7685,0.0388,False,OK
2026-07-09,13:47:36,16,56,Transformer,0.7483,0.8634,0.7006,0.8029,0.00027624379096226776,64,8,32,2,0.23084302836027598,16,3,0.42,0.27,0.757,51,0.6907,0.8635,0.6336,0.7591,0.0576,False,OK
2026-07-09,14:01:37,16,69,Transformer,0.7483,0.8628,0.7197,0.7793,0.0003522460071014076,48,2,512,4,0.22558929964426414,8,4,0.42,0.35,0.757,51,0.7178,0.8614,0.6667,0.7774,0.0305,False,OK
2026-07-09,14:05:01,16,74,Transformer,0.7479,0.8676,0.7229,0.7747,0.0005470016664395898,32,4,16,2,0.38058786644671316,8,4,0.42,0.25,0.757,51,0.7129,0.8629,0.6667,0.7661,0.035,False,OK
2026-07-09,12:50:38,16,11,Transformer,0.7476,0.8704,0.7357,0.7599,0.0007105316328810575,64,8,128,4,0.23058307855512242,8,4,0.36,0.22,0.7521,2,0.7145,0.8658,0.6845,0.7472,0.0331,False,OK
2026-07-09,12:51:10,16,12,Transformer,0.7475,0.8641,0.7166,0.7812,6.550104521325551e-05,256,16,32,2,0.03908947995495557,8,2,0.39,0.24,0.7521,2,0.6996,0.8587,0.6489,0.7589,0.0479,False,OK
2026-07-09,14:31:15,16,96,Transformer,0.7471,0.8677,0.7293,0.7659,0.00016431710149998242,64,8,128,6,0.38192798792427285,8,4,0.43,0.32,0.757,51,0.7166,0.8664,0.6819,0.7549,0.0306,False,OK
2026-07-09,14:23:28,16,91,Transformer,0.7471,0.8657,0.7293,0.7659,0.00032775332334345896,48,8,64,4,0.13363763724188266,8,5,0.41,0.31,0.757,51,0.7139,0.8631,0.6794,0.7521,0.0332,False,OK
2026-07-09,13:06:36,16,22,Transformer,0.7471,0.8648,0.7293,0.7659,0.00015135404720367595,64,8,64,6,0.38773063116628176,8,5,0.4,0.29,0.7521,2,0.7164,0.8616,0.6718,0.7674,0.0307,False,OK
2026-07-09,14:09:53,16,79,Transformer,0.7467,0.865,0.7229,0.7721,0.00044932508032661904,32,16,16,2,0.29340424163833195,8,5,0.43,0.36,0.757,51,0.706,0.8635,0.6539,0.7672,0.0407,False,OK
2026-07-09,13:56:43,16,65,Transformer,0.7463,0.8653,0.7261,0.7677,0.0008816189417704531,8,8,512,2,0.36426506929336044,8,5,0.56,0.35,0.757,51,0.7258,0.8641,0.6972,0.7569,0.0205,False,OK
2026-07-09,13:17:44,16,29,Transformer,0.7463,0.8682,0.7261,0.7677,0.00011395521277345416,64,1,32,6,0.36093923234869163,16,4,0.41,0.21,0.7521,2,0.7116,0.8646,0.6718,0.7564,0.0347,False,OK
2026-07-09,13:19:01,16,30,Transformer,0.7459,0.8659,0.7197,0.774,0.0006660172506396603,32,8,8,5,0.37602543653691584,8,4,0.49,0.45,0.7521,2,0.7004,0.8586,0.6514,0.7574,0.0455,False,OK
2026-07-09,13:48:49,16,58,Transformer,0.7455,0.8651,0.7229,0.7695,0.0005872087955625227,256,8,256,2,0.13971690681894602,16,5,0.43,0.27,0.757,51,0.704,0.8619,0.6718,0.7395,0.0415,False,OK
2026-07-09,13:24:39,16,35,Transformer,0.7454,0.8686,0.7134,0.7805,0.00012151709642115225,128,4,256,3,0.3533305178852288,8,4,0.61,0.47,0.7521,2,0.7091,0.865,0.6667,0.7572,0.0364,False,OK
2026-07-09,14:35:54,16,98,Transformer,0.7443,0.864,0.7229,0.7669,8.176073873586152e-05,32,8,64,2,0.12555693569298895,8,3,0.39,0.29,0.757,51,0.7116,0.8595,0.6718,0.7564,0.0327,False,OK
2026-07-09,14:00:19,16,68,Transformer,0.7441,0.8659,0.7038,0.7893,0.0005550931209677185,64,2,64,5,0.20258024312561562,8,4,0.49,0.23,0.757,51,0.6825,0.861,0.6209,0.7578,0.0616,False,OK
2026-07-09,14:08:31,16,78,Transformer,0.7438,0.8638,0.7166,0.7732,0.001508688585486119,32,16,16,3,0.30779614302337005,16,3,0.52,0.29,0.757,51,0.7014,0.8599,0.6514,0.7596,0.0424,False,OK
2026-07-09,12:43:56,16,3,Transformer,0.7437,0.8679,0.707,0.7845,0.001,64,8,128,3,0.2,8,3,0.43,0.28,0.7521,2,0.6974,0.864,0.6361,0.7716,0.0464,True,OK
2026-07-09,13:13:29,16,25,Transformer,0.7435,0.8647,0.7293,0.7583,0.00042610507805434985,8,8,8,6,0.30449470286341357,8,5,0.43,0.34,0.7521,2,0.7106,0.8535,0.6718,0.7543,0.0329,False,OK
2026-07-09,13:43:06,16,49,Transformer,0.7435,0.8602,0.7293,0.7583,0.00022772890937401084,128,8,512,3,0.3494768078686004,8,5,0.36,0.3,0.755,46,0.7177,0.8616,0.6921,0.7452,0.0258,False,OK
2026-07-09,13:54:48,16,63,Transformer,0.7433,0.8658,0.7102,0.7797,0.0013816718583172184,64,8,64,2,0.3696750534026621,8,5,0.45,0.41,0.757,51,0.7059,0.8636,0.6565,0.7633,0.0375,False,OK
2026-07-09,12:56:06,16,16,Transformer,0.743,0.8665,0.7229,0.7643,0.00012205298218679595,256,4,128,5,0.23792734310845032,8,5,0.42,0.25,0.7521,2,0.6912,0.8608,0.6463,0.7427,0.0519,False,OK
2026-07-09,14:25:49,16,93,Transformer,0.7428,0.8622,0.6943,0.7985,0.000418995970768716,48,8,64,4,0.33254148019367535,8,5,0.44,0.28,0.757,51,0.6884,0.8558,0.6183,0.7764,0.0544,False,OK
2026-07-09,14:18:10,16,87,Transformer,0.7418,0.8634,0.7229,0.7617,0.002389109139660287,32,8,16,2,0.3372019971474759,8,3,0.49,0.28,0.757,51,0.7162,0.8656,0.6743,0.7637,0.0256,False,OK
2026-07-09,13:22:31,16,33,Transformer,0.7411,0.863,0.6975,0.7906,0.0001293041222683067,32,1,8,5,0.24516049587312555,8,4,0.46,0.24,0.7521,2,0.6906,0.8611,0.6361,0.7553,0.0505,False,OK
2026-07-09,12:47:57,16,8,Transformer,0.7409,0.8613,0.6783,0.8161,5.114334905255214e-05,32,4,256,3,0.025423340114409457,16,4,0.47,0.34,0.7521,2,0.7133,0.8632,0.6489,0.7919,0.0276,False,OK
2026-07-09,13:35:35,16,43,Transformer,0.7404,0.8626,0.7357,0.7452,0.000716213953272455,128,8,128,5,0.33024870000329615,16,5,0.53,0.46,0.7521,2,0.6995,0.8589,0.6692,0.7326,0.0409,False,OK
2026-07-09,14:08:00,16,77,Transformer,0.7401,0.861,0.7166,0.7653,0.000676810478384933,8,8,64,4,0.39901047714027044,8,5,0.49,0.36,0.757,51,0.7097,0.86,0.6718,0.7521,0.0305,False,OK
2026-07-09,13:26:18,16,37,Transformer,0.7391,0.8616,0.7261,0.7525,0.0007066323693813505,128,8,16,4,0.24098886190891522,8,5,0.35,0.27,0.7521,2,0.6995,0.8597,0.6692,0.7326,0.0396,False,OK
2026-07-09,14:21:24,16,89,Transformer,0.7389,0.8606,0.7166,0.7627,0.0002211439343601318,8,4,256,3,0.34666710323758604,16,5,0.58,0.52,0.757,51,0.7183,0.8624,0.6845,0.7556,0.0206,False,OK
2026-07-09,13:44:10,16,50,Transformer,0.7386,0.8608,0.7197,0.7584,9.179996264840343e-05,32,4,128,2,0.07523856160357964,8,3,0.46,0.37,0.755,46,0.7068,0.8604,0.6718,0.7458,0.0317,False,OK
2026-07-09,12:45:07,16,5,Transformer,0.7384,0.8637,0.7102,0.769,0.000936,48,8,4,2,0.387,8,5,0.38,0.3,0.7521,2,0.702,0.8591,0.6565,0.7544,0.0364,True,OK
2026-07-09,14:37:43,16,99,Transformer,0.7381,0.8689,0.6911,0.792,0.00016490154371202135,256,2,512,6,0.3859940705821334,8,5,0.32,0.22,0.757,51,0.6981,0.8552,0.6412,0.766,0.04,False,OK
2026-07-09,14:04:08,16,73,Transformer,0.7381,0.8641,0.7134,0.7645,0.0013231658399563287,32,4,4,2,0.3101313651430416,8,4,0.33,0.27,0.757,51,0.6991,0.8571,0.659,0.7443,0.039,False,OK
2026-07-09,13:16:33,16,28,Transformer,0.7379,0.8619,0.7038,0.7754,0.0006401293314556975,16,1,4,5,0.33819659004849323,8,4,0.34,0.25,0.7521,2,0.708,0.859,0.6539,0.7718,0.0299,False,OK
2026-07-09,13:32:53,16,41,Transformer,0.7374,0.8557,0.7197,0.7559,0.0003544775410117209,4,4,256,3,0.3773357340889966,8,5,0.27,0.25,0.7521,2,0.7391,0.8645,0.7099,0.7707,-0.0017,False,OK
2026-07-09,12:57:47,16,17,Transformer,0.737,0.8641,0.7006,0.7774,7.706907494140039e-05,16,8,128,6,0.32611403555903834,16,4,0.4,0.33,0.7521,2,0.6908,0.8576,0.631,0.7631,0.0462,False,OK
2026-07-09,13:27:39,16,38,Transformer,0.7367,0.8535,0.7261,0.7475,0.00034736166067138557,128,16,128,6,0.3608425868614766,8,5,0.45,0.34,0.7521,2,0.7158,0.8566,0.6794,0.7564,0.0209,False,OK
2026-07-09,12:54:26,16,15,Transformer,0.736,0.86,0.7102,0.7637,0.0001264758645455462,32,8,32,2,0.05987026067296052,8,3,0.42,0.25,0.7521,2,0.6937,0.859,0.6539,0.7385,0.0423,False,OK
2026-07-09,13:20:34,16,32,Transformer,0.7359,0.8582,0.6879,0.7912,9.336844772583162e-05,16,8,512,2,0.13928379887467884,16,3,0.48,0.38,0.7521,2,0.6846,0.8606,0.6158,0.7707,0.0514,False,OK
2026-07-09,13:46:43,16,54,Transformer,0.735,0.8602,0.7197,0.7508,5.9366383504639104e-05,128,8,4,2,0.3609114967676238,16,4,0.42,0.36,0.757,51,0.7017,0.8581,0.6794,0.7255,0.0333,False,OK
2026-07-09,14:15:09,16,83,Transformer,0.7348,0.8567,0.7102,0.7611,0.00011280832567961222,16,4,32,2,0.07790068404165068,8,4,0.4,0.28,0.757,51,0.7083,0.8594,0.6641,0.7587,0.0265,False,OK
2026-07-09,14:06:04,16,75,Transformer,0.7344,0.8623,0.7134,0.7568,0.0005064722422606226,48,2,64,3,0.31447886165788613,8,4,0.39,0.3,0.757,51,0.7124,0.8584,0.6743,0.755,0.0221,False,OK
2026-07-09,14:29:44,16,95,Transformer,0.7343,0.861,0.7261,0.7427,0.0002440300012421888,256,2,64,5,0.3561557847332574,8,3,0.36,0.28,0.757,51,0.7067,0.8616,0.6743,0.7423,0.0276,False,OK
2026-07-09,12:49:12,16,9,Transformer,0.7334,0.8545,0.7229,0.7443,0.0006770238573690867,4,1,8,2,0.37187906093702927,8,5,0.45,0.25,0.7521,2,0.7021,0.8543,0.6718,0.7354,0.0313,False,OK
2026-07-09,13:14:37,16,27,Transformer,0.73,0.8595,0.7102,0.7508,0.0012254397288642823,32,4,8,4,0.39378557787584545,16,5,0.42,0.35,0.7521,2,0.6989,0.859,0.6616,0.7407,0.031,False,OK
2026-07-09,14:16:16,16,85,Transformer,0.7279,0.8572,0.6815,0.781,0.00010282465323975307,16,8,256,2,0.3061516165859759,16,5,0.4,0.29,0.757,51,0.6888,0.8582,0.6336,0.7545,0.0391,False,OK
2026-07-09,12:51:49,16,13,Transformer,0.7279,0.8547,0.707,0.75,0.00011778025377173612,32,8,512,4,0.09883899866276616,8,2,0.45,0.39,0.7521,2,0.7105,0.859,0.687,0.7357,0.0173,False,OK
2026-07-09,13:03:18,16,19,Transformer,0.7255,0.847,0.6943,0.7596,5.215096575777157e-05,32,8,2,6,0.3867819230921861,8,4,0.44,0.37,0.7521,2,0.6922,0.8487,0.6438,0.7485,0.0333,False,OK
2026-07-09,13:23:51,16,34,Transformer,0.7243,0.8611,0.707,0.7425,0.000442216099586403,128,1,256,5,0.2912437328707894,8,5,0.53,0.43,0.7521,2,0.6964,0.8551,0.6565,0.7414,0.028,False,OK
2026-07-09,13:25:07,16,36,Transformer,0.7209,0.86,0.6911,0.7535,0.0015545255661701494,128,2,256,2,0.2843886616056726,8,5,0.53,0.26,0.7521,2,0.6906,0.8586,0.6361,0.7553,0.0303,False,OK
2026-07-09,13:38:20,16,45,Transformer,0.7205,0.8529,0.6815,0.7643,6.847493318469436e-05,48,1,32,2,0.13113800271095782,8,3,0.46,0.26,0.7521,2,0.6852,0.8531,0.626,0.7569,0.0353,False,OK
2026-07-09,14:10:07,16,80,Transformer,0.7188,0.8488,0.6879,0.7526,0.002043023460932723,32,1,16,2,0.3732261198962635,16,5,0.39,0.26,0.757,51,0.6785,0.8546,0.6336,0.7302,0.0403,False,OK
2026-07-09,13:42:24,16,48,Transformer,0.7188,0.8484,0.6879,0.7526,8.112258553055776e-05,48,1,16,6,0.3852922467274911,8,5,0.4,0.25,0.755,46,0.6848,0.8533,0.6412,0.7347,0.034,False,OK
2026-07-09,12:41:45,16,1,Transformer,0.7133,0.8427,0.6656,0.7684,0.001,4,4,2,2,0.3,8,3,0.46,0.3,0.7133,1,0.6795,0.8533,0.6285,0.7395,0.0338,True,OK
2026-07-09,12:47:03,16,7,Transformer,0.7126,0.8415,0.6911,0.7356,0.002069565682436442,48,1,128,6,0.23915999152443407,8,2,0.43,0.41,0.7521,2,0.6775,0.8368,0.6361,0.7246,0.0351,False,OK
2026-07-09,13:03:57,16,20,Transformer,0.7124,0.8472,0.6943,0.7315,6.820911960170691e-05,32,4,32,3,0.20636316623738224,16,2,0.42,0.39,0.7521,2,0.7003,0.8524,0.6718,0.7313,0.0122,False,OK
2026-07-09,12:40:50,16,0,Transformer,0.6977,0.832,0.6911,0.7045,0.001,4,4,2,2,0.0,8,3,0.4,0.44,0.6977,0,0.6898,0.8426,0.6819,0.6979,0.0079,True,OK
2026-07-09,14:06:28,16,76,Transformer,0.6962,0.8372,0.6752,0.7186,0.002025588984626812,256,4,16,2,0.27649357822576076,8,4,0.55,0.37,0.757,51,0.6791,0.8262,0.6489,0.7123,0.0171,False,OK
2026-07-09,14:34:34,16,97,Transformer,0.6954,0.8384,0.6943,0.6965,0.000151377084467672,4,2,64,6,0.20829408251728693,8,5,0.51,0.37,0.757,51,0.6585,0.8459,0.6132,0.7109,0.0369,False,OK
2026-07-09,12:46:19,16,6,Transformer,0.6946,0.8447,0.6592,0.734,0.00010526458851636462,4,4,64,4,0.3140703845572055,16,4,0.5,0.2,0.7521,2,0.6767,0.8434,0.631,0.7294,0.018,False,OK
2026-07-09,13:14:04,16,26,Transformer,0.6206,0.7547,0.6146,0.6266,8.695024623828071e-05,4,4,2,2,0.2369069639696143,8,2,0.34,0.34,0.7521,2,0.6289,0.7661,0.6209,0.6371,-0.0083,False,OK
2026-07-09,13:28:26,16,39,Transformer,0.5994,0.7383,0.6146,0.5848,0.0025842006596499987,256,8,256,5,0.3792776905570317,8,5,0.2,0.2,0.7521,2,0.6109,0.7639,0.6132,0.6086,-0.0115,False,OK
2026-07-09,14:01:53,16,70,Transformer,0.5896,0.6952,0.5032,0.7117,8.09252799509403e-05,2,2,32,2,0.0556956493716363,16,2,0.42,0.42,0.757,51,0.5502,0.6859,0.4606,0.683,0.0394,False,OK
2026-07-09,14:15:31,16,84,Transformer,0.5892,0.6861,0.8153,0.4613,0.00016728489600483044,2,2,256,4,0.3767691932951306,16,4,0.4,0.4,0.757,51,0.6002,0.7016,0.8193,0.4735,-0.011,False,OK
2026-07-09,12:49:46,16,10,Transformer,0.5822,0.7281,0.5637,0.602,5.565297673672456e-05,2,2,32,2,0.2332585280797154,8,5,0.37,0.41,0.7521,2,0.5899,0.7513,0.5802,0.6,-0.0077,False,OK
2026-07-09,13:04:56,16,21,Transformer,0.5503,0.6703,0.758,0.4319,6.564588839821103e-05,2,2,128,6,0.37684228571744893,8,5,0.48,0.46,0.7521,2,0.527,0.6681,0.6947,0.4246,0.0233,False,OK
2026-07-09,12:44:11,16,4,Transformer,0.5181,0.6222,0.5255,0.5108,0.001,2,2,2,2,0.0,16,3,0.38,0.35,0.7521,2,0.5037,0.6284,0.5191,0.4892,0.0143,True,OK
