date,time,seq_length,trial_id,model,val_f1,val_auc,val_recall,val_precision,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,gamma,actual_trees,patience,val_threshold,best_test_threshold,best_val_so_far,best_trial_id,test_f1,test_auc,test_recall,test_precision,gap_val_test,is_enqueued,status
2026-07-09,11:36:40,6,28,XGBoost,0.6549,0.7948,0.7675,0.5711,64,8,0.065149712443338,0.9487866522061413,0.6118586639492374,9,0.7571126399022485,44,4,0.26,0.27,0.6694,18,0.6183,0.7719,0.6947,0.5571,0.0365,False,OK
2026-07-09,11:36:41,6,29,XGBoost,0.6584,0.8005,0.758,0.5819,257,6,0.0290353420373122,0.7672008746306255,0.9194587061057105,10,0.8044300697227731,110,4,0.28,0.25,0.6694,18,0.6196,0.7811,0.6921,0.5608,0.0388,False,OK
2026-07-09,11:36:41,6,30,XGBoost,0.6648,0.8068,0.7739,0.5827,200,3,0.042947770705748685,0.9778322662681109,0.8250305547059915,6,0.1495639218850845,76,2,0.27,0.27,0.6694,18,0.6297,0.7839,0.7074,0.5673,0.0352,False,OK
2026-07-09,11:36:41,6,31,XGBoost,0.662,0.797,0.758,0.5877,81,9,0.007385724249216141,0.8681021411438805,0.8205931088566604,9,0.9911928116419313,80,3,0.3,0.29,0.6694,18,0.6173,0.7769,0.6794,0.5657,0.0447,False,OK
2026-07-09,11:36:44,6,32,XGBoost,0.6676,0.8023,0.7707,0.5888,112,5,0.01020210927008105,0.980255506643274,0.7925464998490407,9,0.8808466626675656,111,3,0.28,0.29,0.6694,18,0.6256,0.7811,0.6972,0.5673,0.042,False,OK
2026-07-09,11:36:45,6,33,XGBoost,0.6667,0.7963,0.7643,0.5911,52,6,0.042509170005591825,0.9782879570942463,0.8955082314043431,10,0.992260930074723,50,4,0.28,0.24,0.6694,18,0.6204,0.7773,0.6819,0.569,0.0463,False,OK
2026-07-09,11:36:45,6,34,XGBoost,0.63,0.779,0.6752,0.5905,82,2,0.004808609727143809,0.9132661123404078,0.9553397805794733,10,0.9914654369437755,81,3,0.33,0.28,0.6694,18,0.5862,0.7633,0.6056,0.568,0.0438,False,OK
2026-07-09,11:36:45,6,35,XGBoost,0.6549,0.7924,0.7707,0.5694,186,9,0.12888305426752147,0.9789568593617172,0.9030030017699173,4,0.2519737422252555,20,3,0.28,0.29,0.6694,18,0.6075,0.765,0.6972,0.5383,0.0474,False,OK
2026-07-09,11:36:46,6,36,XGBoost,0.663,0.8015,0.7707,0.5817,237,3,0.02779407055011885,0.802260187045819,0.7053386502080325,5,0.06195053611280988,138,4,0.27,0.29,0.6694,18,0.6288,0.7827,0.7048,0.5676,0.0342,False,OK
2026-07-09,11:36:46,6,37,XGBoost,0.6685,0.8041,0.7739,0.5884,141,4,0.11326474673296517,0.8395541532575634,0.8744387947650892,8,0.9977749160588147,28,3,0.28,0.25,0.6694,18,0.6241,0.7821,0.6972,0.5649,0.0444,False,OK
2026-07-09,11:36:46,6,38,XGBoost,0.6621,0.8052,0.7739,0.5786,142,3,0.07475197786263194,0.9327412712095438,0.8646954735349888,2,0.582978808496077,43,2,0.26,0.28,0.6694,18,0.6292,0.7838,0.7125,0.5634,0.0329,False,OK
2026-07-09,11:36:47,6,39,XGBoost,0.6685,0.8049,0.7803,0.5847,264,4,0.05403429248388556,0.8879585124195674,0.6525070874685834,7,0.3707911931879172,67,3,0.26,0.29,0.6694,18,0.624,0.7821,0.7074,0.5582,0.0445,False,OK
2026-07-09,11:36:47,6,40,XGBoost,0.6667,0.8028,0.7675,0.5892,90,2,0.2605894866544237,0.9171579230323592,0.8841614124941237,6,0.21934008737433036,18,2,0.3,0.3,0.6694,18,0.6315,0.7813,0.6997,0.5753,0.0352,False,OK
2026-07-09,11:36:47,6,41,XGBoost,0.6602,0.7972,0.7611,0.5829,71,2,0.08326322268819275,0.6044275281721007,0.9324062366830876,9,0.6987664209902718,45,3,0.3,0.3,0.6694,18,0.6306,0.7804,0.6972,0.5756,0.0296,False,OK
2026-07-09,11:36:47,6,42,XGBoost,0.6531,0.7989,0.7675,0.5684,224,10,0.16064139299419644,0.9785775147500271,0.6460194638706336,6,0.011575675344289167,14,4,0.28,0.29,0.6694,18,0.6133,0.7679,0.6921,0.5506,0.0398,False,OK
2026-07-09,11:36:48,6,43,XGBoost,0.6639,0.803,0.7675,0.585,196,2,0.2476368822656518,0.8691506815678146,0.8626848142450052,6,0.9581989835783982,26,2,0.27,0.31,0.6694,18,0.6286,0.7823,0.6997,0.5705,0.0353,False,OK
2026-07-09,11:36:48,6,44,XGBoost,0.6676,0.8019,0.7771,0.5851,185,5,0.059382697466826964,0.7789706741941969,0.7530163129191739,8,0.8532549261049794,44,3,0.25,0.25,0.6694,18,0.6319,0.7839,0.7099,0.5694,0.0356,False,OK
2026-07-09,11:36:49,6,45,XGBoost,0.6639,0.7992,0.7675,0.585,62,6,0.04845122791971091,0.9056648505788281,0.7562808962506619,5,0.9857094581941516,57,3,0.25,0.3,0.6694,18,0.6109,0.7771,0.687,0.5499,0.0531,False,OK
2026-07-09,11:36:49,6,46,XGBoost,0.654,0.791,0.7675,0.5697,134,12,0.0058595625837310475,0.9906095936174711,0.9926038737851366,3,0.9400649357575187,133,4,0.3,0.28,0.6694,18,0.6104,0.7663,0.6896,0.5475,0.0436,False,OK
2026-07-09,11:36:49,6,47,XGBoost,0.6712,0.8054,0.793,0.5818,136,5,0.25702417209507145,0.7380397704122255,0.8336145544002741,9,0.9886264497813226,8,2,0.25,0.28,0.6712,47,0.6256,0.7812,0.7226,0.5515,0.0456,False,OK
2026-07-09,11:36:50,6,48,XGBoost,0.6676,0.8082,0.7803,0.5833,118,4,0.10508532249970266,0.7466340432319577,0.8407268330147646,9,0.952125383012925,29,2,0.25,0.25,0.6712,47,0.6317,0.7833,0.7201,0.5626,0.0359,False,OK
2026-07-09,11:36:50,6,49,XGBoost,0.6604,0.7976,0.7834,0.5708,181,7,0.26920525426236896,0.7288513856411514,0.6436029589733164,9,0.9858300701885587,8,2,0.27,0.3,0.6712,47,0.62,0.7756,0.7099,0.5503,0.0404,False,OK
2026-07-09,11:36:50,6,50,XGBoost,0.6648,0.8047,0.7707,0.5845,201,5,0.15765307186032856,0.9725097778339757,0.7489686848474382,4,0.3708149540945489,15,2,0.26,0.29,0.6712,47,0.6171,0.7784,0.6972,0.5535,0.0477,False,OK
2026-07-09,11:36:51,6,51,XGBoost,0.6621,0.799,0.7739,0.5786,166,8,0.12504264311268873,0.9610946420507029,0.9070558229589881,8,0.9507704733855111,16,3,0.28,0.28,0.6712,47,0.6161,0.771,0.6921,0.5551,0.046,False,OK
2026-07-09,11:36:51,6,52,XGBoost,0.6648,0.8016,0.7707,0.5845,123,2,0.08232539621999524,0.7763967080768815,0.9690280641096843,8,0.9054856754940188,64,4,0.28,0.3,0.6712,47,0.6295,0.782,0.7048,0.5688,0.0353,False,OK
2026-07-09,11:36:51,6,53,XGBoost,0.6575,0.8006,0.758,0.5805,77,7,0.1654831214821415,0.7082490294445597,0.927076394598435,8,0.9996404496638162,17,3,0.28,0.28,0.6712,47,0.6217,0.7716,0.6921,0.5643,0.0357,False,OK
2026-07-09,11:36:52,6,54,XGBoost,0.663,0.7969,0.758,0.5891,75,8,0.01905377641130429,0.9682186555751876,0.9766548022523097,8,0.9094133100969423,74,2,0.29,0.29,0.6712,47,0.6161,0.7732,0.6819,0.5618,0.0469,False,OK
2026-07-09,11:36:52,6,55,XGBoost,0.6576,0.8006,0.7739,0.5718,238,7,0.2825539152142696,0.694142311576224,0.8592816919368488,10,0.7970846195810831,11,2,0.27,0.26,0.6712,47,0.6278,0.7746,0.7125,0.5611,0.0298,False,OK
2026-07-09,11:36:52,6,56,XGBoost,0.6667,0.8041,0.7771,0.5837,109,3,0.049830181889130035,0.9387959217048827,0.7238632353107621,7,0.48580200637316395,68,2,0.27,0.28,0.6712,47,0.6274,0.7814,0.7048,0.5653,0.0393,False,OK
2026-07-09,11:36:53,6,57,XGBoost,0.6685,0.8008,0.7771,0.5865,267,2,0.10072653840483922,0.90674791023372,0.6609076829354502,4,0.04939616034149417,58,3,0.28,0.29,0.6712,47,0.6282,0.7843,0.7074,0.565,0.0402,False,OK
2026-07-09,11:36:53,6,58,XGBoost,0.663,0.8042,0.7707,0.5817,140,3,0.11486519923471669,0.9483992755957968,0.8209212257346795,9,0.9605663938971709,26,3,0.27,0.28,0.6712,47,0.6288,0.7813,0.7048,0.5676,0.0342,False,OK
2026-07-09,11:36:53,6,59,XGBoost,0.6355,0.7863,0.672,0.6029,154,15,0.001021220035378734,0.613956579860588,0.5708383644203106,10,0.47619127099878844,153,4,0.33,0.32,0.6712,47,0.586,0.7716,0.598,0.5746,0.0495,False,OK
2026-07-09,11:36:54,6,60,XGBoost,0.6271,0.7581,0.6051,0.6507,93,2,0.002840272628020466,0.9596219165209624,0.8240548945803302,5,0.9390094481323003,92,2,0.33,0.29,0.6712,47,0.5734,0.7338,0.5267,0.6292,0.0537,False,OK
2026-07-09,11:36:54,6,61,XGBoost,0.6648,0.8047,0.7675,0.5864,283,2,0.04178792378164806,0.9124085224346098,0.738269608489179,5,0.15347014509185952,116,3,0.29,0.3,0.6712,47,0.6261,0.7827,0.6947,0.5699,0.0387,False,OK
2026-07-09,11:36:54,6,62,XGBoost,0.6639,0.802,0.7643,0.5868,264,2,0.25185857512059373,0.8854397639517084,0.7688936909925485,4,0.205124811555227,18,3,0.3,0.31,0.6712,47,0.6276,0.7804,0.6947,0.5723,0.0363,False,OK
2026-07-09,11:36:56,6,63,XGBoost,0.6639,0.8039,0.7739,0.5813,273,3,0.09333312092860366,0.9997658930948822,0.6724661934169086,7,0.10721152032737462,44,4,0.27,0.29,0.6712,47,0.6275,0.7824,0.7074,0.5639,0.0364,False,OK
2026-07-09,11:36:58,6,64,XGBoost,0.6224,0.7835,0.6561,0.592,153,2,0.002672577557110557,0.5686202072656128,0.9611211174493228,2,0.8574888470389677,152,4,0.33,0.28,0.6712,47,0.5903,0.7672,0.6031,0.578,0.0321,False,OK
2026-07-09,11:36:58,6,65,XGBoost,0.6694,0.8026,0.7771,0.588,202,4,0.2704754238122186,0.8531982111114785,0.799464669706508,8,0.9547988083542104,11,4,0.26,0.3,0.6712,47,0.628,0.777,0.7023,0.5679,0.0414,False,OK
2026-07-09,11:36:58,6,66,XGBoost,0.6566,0.7952,0.7611,0.5773,347,7,0.1758257235329535,0.8690485602792078,0.7907903436696939,8,0.9149060834294418,18,4,0.28,0.23,0.6712,47,0.6128,0.7712,0.6845,0.5546,0.0438,False,OK
2026-07-09,11:36:59,6,67,XGBoost,0.6514,0.7934,0.7707,0.5641,163,12,0.13832074401307243,0.7578422126541681,0.9020646725787721,7,0.8332703348687553,18,5,0.28,0.29,0.6712,47,0.6138,0.7674,0.6997,0.5467,0.0376,False,OK
2026-07-09,11:36:59,6,68,XGBoost,0.6639,0.8051,0.7643,0.5868,272,4,0.24922194600624517,0.8656422982072682,0.6999037786997928,6,0.848083584171151,14,4,0.29,0.3,0.6712,47,0.6126,0.7742,0.6819,0.556,0.0513,False,OK
2026-07-09,11:36:59,6,69,XGBoost,0.6639,0.8032,0.7739,0.5813,208,3,0.15285319778309397,0.8019336560758088,0.8222812355930965,6,0.9874054202776723,27,4,0.26,0.26,0.6712,47,0.6254,0.7807,0.7074,0.5605,0.0385,False,OK
2026-07-09,11:37:00,6,70,XGBoost,0.6585,0.7926,0.7739,0.5731,285,12,0.11506258700884622,0.5525640522825467,0.9679931209964303,4,0.9753331353997321,21,2,0.28,0.27,0.6712,47,0.6109,0.7608,0.6972,0.5437,0.0476,False,OK
2026-07-09,11:37:00,6,71,XGBoost,0.655,0.7957,0.7771,0.5661,435,20,0.006631685076863805,0.5841786569807509,0.9607674261367027,6,0.6869436850290915,407,5,0.26,0.25,0.6712,47,0.6162,0.7721,0.7048,0.5474,0.0388,False,OK
2026-07-09,11:37:01,6,72,XGBoost,0.663,0.8026,0.7675,0.5835,211,2,0.2513819567158875,0.961568485212173,0.9217746030544706,7,0.9567624157059221,26,4,0.27,0.29,0.6712,47,0.6279,0.7805,0.6997,0.5694,0.0351,False,OK
2026-07-09,11:37:01,6,73,XGBoost,0.6676,0.7979,0.7675,0.5907,392,19,0.2156022710264404,0.5916626817329522,0.5007709687521267,8,0.3780486114155994,15,5,0.3,0.29,0.6712,47,0.6231,0.7699,0.6921,0.5667,0.0445,False,OK
2026-07-09,11:37:01,6,74,XGBoost,0.6602,0.7974,0.7611,0.5829,104,3,0.12662523584923827,0.5344368730696502,0.6581468648802479,1,0.26115110298680566,24,5,0.29,0.29,0.6712,47,0.6323,0.7826,0.7023,0.575,0.0279,False,OK
2026-07-09,11:37:02,6,75,XGBoost,0.6658,0.8033,0.7866,0.5771,198,3,0.20728977619768305,0.6300752375427767,0.7339141621047567,10,0.94049941458753,24,4,0.25,0.29,0.6712,47,0.627,0.7788,0.7099,0.5614,0.0388,False,OK
2026-07-09,11:37:02,6,76,XGBoost,0.6667,0.7966,0.7675,0.5892,245,8,0.0024896594775279837,0.9766095489066682,0.815719888200489,7,0.6479374258442646,244,5,0.3,0.31,0.6712,47,0.6093,0.7746,0.6845,0.549,0.0574,False,OK
2026-07-09,11:37:03,6,77,XGBoost,0.6667,0.7995,0.7707,0.5874,199,2,0.1772117960447786,0.7967864684159638,0.5880742954948708,6,0.08585946308719511,35,4,0.29,0.29,0.6712,47,0.627,0.7805,0.6972,0.5696,0.0397,False,OK
2026-07-09,11:37:03,6,78,XGBoost,0.6611,0.8068,0.7611,0.5844,102,4,0.25783114371771004,0.8236854197633119,0.825225888157221,8,0.7833328749165273,18,3,0.29,0.26,0.6712,47,0.6135,0.7767,0.6845,0.5558,0.0477,False,OK
2026-07-09,11:37:03,6,79,XGBoost,0.662,0.8032,0.7548,0.5896,171,4,0.04603339429461716,0.9724059941365889,0.5778212396938862,4,0.10863201057928237,84,3,0.29,0.27,0.6712,47,0.6216,0.7838,0.6896,0.5658,0.0405,False,OK
2026-07-09,11:37:04,6,80,XGBoost,0.6667,0.8022,0.7707,0.5874,428,5,0.16025831601903925,0.8506236787875271,0.6407019463428429,8,0.14506270561317886,15,3,0.28,0.29,0.6712,47,0.6316,0.7829,0.7023,0.5738,0.0351,False,OK
2026-07-09,11:37:04,6,81,XGBoost,0.6557,0.7962,0.7611,0.5759,357,11,0.005305994361868116,0.9003978017670282,0.6642476160347118,6,0.2582515204038961,356,2,0.28,0.31,0.6712,47,0.6107,0.7688,0.6845,0.5512,0.045,False,OK
2026-07-09,11:37:05,6,82,XGBoost,0.6621,0.8016,0.7675,0.5821,312,6,0.116790529161701,0.9007083171623528,0.5905125383984268,7,0.47512904652359683,27,3,0.27,0.25,0.6712,47,0.6175,0.7745,0.6921,0.5574,0.0446,False,OK
2026-07-09,11:37:05,6,83,XGBoost,0.6676,0.7987,0.7675,0.5907,185,7,0.0028163532152995284,0.9585202548736408,0.8908352886538666,7,0.9763166714531862,184,3,0.31,0.32,0.6712,47,0.6087,0.775,0.6768,0.553,0.0589,False,OK
2026-07-09,11:37:06,6,84,XGBoost,0.6611,0.8003,0.7548,0.5881,255,6,0.015085754546504052,0.9114649785958603,0.6538928001230033,9,0.3147519831452862,180,3,0.29,0.25,0.6712,47,0.6186,0.7789,0.6768,0.5696,0.0425,False,OK
2026-07-09,11:37:06,6,85,XGBoost,0.6508,0.7951,0.6975,0.61,57,14,0.0027824176853996495,0.7415891271695293,0.9485101260192187,8,0.41520566138076553,56,4,0.32,0.31,0.6712,47,0.6131,0.7764,0.631,0.5962,0.0377,False,OK
2026-07-09,11:37:06,6,86,XGBoost,0.6521,0.7971,0.758,0.5721,50,13,0.27662320163438636,0.6045657683199609,0.699451653265898,7,0.2323820783894402,11,3,0.3,0.25,0.6712,47,0.6109,0.7625,0.687,0.5499,0.0412,False,OK
2026-07-09,11:37:07,6,87,XGBoost,0.6685,0.806,0.7803,0.5847,293,3,0.06262856492197981,0.9822194001111958,0.9982082143491382,7,0.4086060253630605,64,2,0.26,0.29,0.6712,47,0.6233,0.7809,0.7074,0.5571,0.0452,False,OK
2026-07-09,11:37:07,6,88,XGBoost,0.6566,0.7933,0.7611,0.5773,307,8,0.03702931255508747,0.9058675646116523,0.6041908231623883,2,0.11822190926669554,84,3,0.28,0.29,0.6712,47,0.6208,0.7725,0.6997,0.5578,0.0358,False,OK
2026-07-09,11:37:08,6,89,XGBoost,0.6601,0.7984,0.7516,0.5885,374,2,0.08777532772009813,0.8915798901892135,0.6913098608615239,2,0.0386444109910484,36,2,0.31,0.31,0.6712,47,0.6233,0.7813,0.6819,0.5739,0.0369,False,OK
2026-07-09,11:37:09,6,90,XGBoost,0.6594,0.8061,0.7707,0.5762,286,3,0.09944565770710251,0.9095641566242171,0.7260751263491245,2,0.0019629819788029162,42,4,0.26,0.29,0.6712,47,0.6337,0.7851,0.7176,0.5674,0.0257,False,OK
2026-07-09,11:37:11,6,91,XGBoost,0.6639,0.8041,0.7707,0.5831,365,4,0.043700848706153976,0.8576454644773522,0.9901222894134207,9,0.24414671362252985,64,2,0.27,0.28,0.6712,47,0.628,0.7826,0.7023,0.5679,0.0359,False,OK
2026-07-09,11:37:11,6,92,XGBoost,0.6648,0.8057,0.7643,0.5882,254,3,0.00970510269471514,0.8866514078076132,0.9068305002960836,6,0.565953171470958,253,2,0.29,0.27,0.6712,47,0.6276,0.7842,0.6947,0.5723,0.0372,False,OK
2026-07-09,11:37:12,6,93,XGBoost,0.6604,0.7939,0.7803,0.5724,393,9,0.27765946419417104,0.9272722591584013,0.9234658258850731,7,0.5813233771033673,9,2,0.27,0.28,0.6712,47,0.6144,0.765,0.7074,0.543,0.046,False,OK
2026-07-09,11:37:12,6,94,XGBoost,0.6595,0.8035,0.7866,0.5678,323,5,0.14395482337943963,0.971693667424116,0.9910747829189906,7,0.3889965402767866,21,2,0.24,0.24,0.6712,47,0.6295,0.78,0.7328,0.5517,0.03,False,OK
2026-07-09,11:37:12,6,95,XGBoost,0.6676,0.8057,0.7834,0.5816,184,4,0.026736090771891246,0.9573844100804132,0.978551398441508,10,0.28416271122996356,125,2,0.25,0.32,0.6712,47,0.6264,0.7845,0.7125,0.5589,0.0412,False,OK
2026-07-09,11:37:13,6,96,XGBoost,0.6639,0.8047,0.7707,0.5831,374,4,0.03400076247693121,0.9298214483777998,0.6293557371043417,6,0.37300391995052895,92,2,0.27,0.28,0.6712,47,0.625,0.782,0.6997,0.5647,0.0389,False,OK
2026-07-09,11:37:13,6,97,XGBoost,0.6703,0.8061,0.7803,0.5875,450,5,0.017285269067138176,0.9409328175242632,0.9582999888323226,5,0.4893649032793501,151,2,0.26,0.27,0.6712,47,0.6247,0.7814,0.7074,0.5594,0.0456,False,OK
2026-07-09,11:37:14,6,98,XGBoost,0.6639,0.8051,0.7643,0.5868,467,3,0.00843604506983936,0.8685793078710318,0.8501187924982146,6,0.294915131086036,328,2,0.29,0.27,0.6712,47,0.63,0.7837,0.6997,0.5729,0.0339,False,OK
2026-07-09,11:37:14,6,99,XGBoost,0.6583,0.7986,0.7516,0.5856,155,2,0.018128948915756803,0.9373595181841669,0.9462636041256121,6,0.8522937840444114,154,3,0.32,0.32,0.6712,47,0.6257,0.7809,0.687,0.5745,0.0326,False,OK
