date,time,seq_length,trial_id,model,val_f1,val_auc,val_recall,val_precision,lr,d_model,n_heads,d_ff,e_layers,dropout,batch_size,patience,val_threshold,best_test_threshold,best_val_so_far,best_trial_id,test_f1,test_auc,test_recall,test_precision,gap_val_test,is_enqueued,status
2026-07-09,12:17:08,6,30,Transformer,0.7167,0.8507,0.6688,0.7721,0.00011363260491300972,256,16,128,4,0.3135687473249421,8,5,0.48,0.29,0.7273,23,0.6794,0.8371,0.6336,0.7324,0.0373,False,OK
2026-07-09,13:00:15,6,59,Transformer,0.7167,0.8518,0.6847,0.7517,0.0004231487676178456,128,16,256,3,0.2763925057787399,8,5,0.4,0.39,0.7273,23,0.6884,0.8342,0.6438,0.7398,0.0282,False,OK
2026-07-09,13:28:55,6,77,Transformer,0.7164,0.848,0.6879,0.7474,0.0002344842794142289,64,16,128,5,0.11850242415266163,8,5,0.49,0.34,0.7273,23,0.6847,0.8363,0.6438,0.7312,0.0317,False,OK
2026-07-09,13:42:26,6,86,Transformer,0.7164,0.8502,0.7038,0.7294,0.0010105919501060324,16,2,256,3,0.2750973722005849,8,5,0.32,0.28,0.7273,23,0.6888,0.8316,0.659,0.7214,0.0275,False,OK
2026-07-09,12:42:19,6,47,Transformer,0.7162,0.843,0.6911,0.7432,0.0005216307414154868,32,16,256,5,0.21038324509032436,8,5,0.41,0.38,0.7273,23,0.6685,0.8267,0.6285,0.7139,0.0477,False,OK
2026-07-09,11:57:59,6,18,Transformer,0.7162,0.8499,0.6911,0.7432,0.00013852130620961442,64,8,128,6,0.3560154850876241,8,5,0.43,0.4,0.7237,10,0.6857,0.8374,0.6412,0.7368,0.0305,False,OK
2026-07-09,13:25:50,6,75,Transformer,0.7159,0.8529,0.6943,0.739,0.0005221864695191911,48,16,128,5,0.1003773552559179,8,5,0.34,0.33,0.7273,23,0.6837,0.8351,0.6463,0.7257,0.0322,False,OK
2026-07-09,12:56:57,6,56,Transformer,0.7157,0.8488,0.6815,0.7535,0.0001899427257485968,256,16,2,2,0.10629720203673014,8,4,0.52,0.45,0.7273,23,0.6776,0.8297,0.631,0.7316,0.0381,False,OK
2026-07-09,12:44:43,6,48,Transformer,0.7153,0.8558,0.6561,0.7863,0.000298222383774119,32,8,64,5,0.33701939847801987,8,5,0.54,0.4,0.7273,23,0.6601,0.8354,0.598,0.7367,0.0552,False,OK
2026-07-09,12:30:29,6,41,Transformer,0.715,0.846,0.6752,0.7599,0.00025874036219746617,48,1,512,5,0.32462527941043884,16,3,0.31,0.29,0.7273,23,0.6759,0.8291,0.6234,0.738,0.0391,False,OK
2026-07-09,13:46:37,6,89,Transformer,0.7148,0.8506,0.6624,0.7761,0.0010590516648286898,32,16,64,4,0.29720883337052,16,5,0.48,0.36,0.7273,23,0.6685,0.8388,0.6081,0.7422,0.0462,False,OK
2026-07-09,13:13:27,6,69,Transformer,0.7143,0.8514,0.6847,0.7465,0.0003270228087501735,64,16,128,3,0.17127482609031497,8,3,0.25,0.24,0.7273,23,0.6658,0.8317,0.626,0.711,0.0485,False,OK
2026-07-09,13:17:08,6,71,Transformer,0.714,0.8466,0.672,0.7617,0.0004541605268062595,32,4,256,5,0.38615696946446004,8,5,0.31,0.27,0.7273,23,0.6722,0.8343,0.6183,0.7364,0.0418,False,OK
2026-07-09,12:32:27,6,43,Transformer,0.7136,0.8509,0.6943,0.734,0.0007957948487399191,8,4,128,3,0.1548344672746897,8,3,0.41,0.41,0.7273,23,0.6783,0.8256,0.6438,0.7167,0.0353,False,OK
2026-07-09,11:41:29,6,8,Transformer,0.7136,0.8522,0.6783,0.7527,5.114334905255214e-05,32,4,256,3,0.025423340114409457,16,4,0.43,0.33,0.7172,3,0.6802,0.8382,0.6387,0.7275,0.0334,False,OK
2026-07-09,13:33:44,6,80,Transformer,0.7133,0.8544,0.6656,0.7684,0.00015671173779382877,64,16,16,3,0.24610105420073286,8,4,0.47,0.27,0.7273,23,0.6602,0.834,0.6031,0.7292,0.0531,False,OK
2026-07-09,12:01:54,6,20,Transformer,0.7132,0.8517,0.7166,0.7098,0.000256009610588769,128,16,16,6,0.16279463268913769,8,5,0.27,0.27,0.7237,10,0.6977,0.8406,0.687,0.7087,0.0155,False,OK
2026-07-09,13:55:07,6,93,Transformer,0.7121,0.8471,0.6815,0.7456,8.258564307181144e-05,32,16,256,5,0.3160006675807321,8,5,0.3,0.34,0.7273,23,0.6685,0.8341,0.6336,0.7074,0.0437,False,OK
2026-07-09,13:41:02,6,85,Transformer,0.712,0.8465,0.7006,0.7237,0.00048704416035823505,64,4,128,6,0.2526501907588593,8,5,0.41,0.44,0.7273,23,0.6829,0.8295,0.6438,0.727,0.0291,False,OK
2026-07-09,11:53:10,6,15,Transformer,0.7118,0.8517,0.7038,0.7199,0.00040551942143597105,64,16,32,4,0.30106766925140915,16,5,0.3,0.27,0.7237,10,0.6843,0.839,0.659,0.7115,0.0275,False,OK
2026-07-09,13:58:07,6,96,Transformer,0.7118,0.8461,0.7038,0.7199,0.0002788261882899791,64,4,128,4,0.03467565822348846,16,4,0.42,0.34,0.7273,23,0.6876,0.8367,0.6692,0.707,0.0242,False,OK
2026-07-09,12:51:25,6,51,Transformer,0.7116,0.854,0.672,0.7563,0.0004961595481349278,16,16,512,3,0.29249671281924144,8,5,0.34,0.26,0.7273,23,0.673,0.8285,0.6336,0.7176,0.0387,False,OK
2026-07-09,13:05:10,6,63,Transformer,0.7115,0.8508,0.707,0.7161,6.342907739630561e-05,64,16,64,3,0.12951052785379813,8,4,0.35,0.4,0.7273,23,0.6799,0.8338,0.6514,0.7111,0.0316,False,OK
2026-07-09,12:20:02,6,32,Transformer,0.7113,0.848,0.6592,0.7724,0.0001175669126007632,48,1,256,3,0.3283203249585679,8,5,0.54,0.31,0.7273,23,0.6591,0.8322,0.5929,0.742,0.0522,False,OK
2026-07-09,12:52:04,6,52,Transformer,0.7109,0.8531,0.6656,0.7628,0.0008212810602965037,16,16,256,2,0.177552855675927,8,4,0.43,0.35,0.7273,23,0.6722,0.8351,0.6158,0.7401,0.0387,False,OK
2026-07-09,13:38:38,6,84,Transformer,0.7104,0.8473,0.672,0.7536,0.0002098034219669168,16,16,128,3,0.17839425098894976,8,4,0.36,0.32,0.7273,23,0.6648,0.8287,0.6158,0.7224,0.0456,False,OK
2026-07-09,12:29:11,6,39,Transformer,0.7103,0.8452,0.6911,0.7306,9.519130882060527e-05,64,4,128,3,0.13656531249871925,8,3,0.33,0.32,0.7273,23,0.6649,0.8283,0.6412,0.6904,0.0454,False,OK
2026-07-09,12:06:11,6,22,Transformer,0.7103,0.847,0.6911,0.7306,5.422873734814392e-05,16,4,128,3,0.1820931915662417,8,5,0.33,0.28,0.7237,10,0.664,0.8286,0.6412,0.6885,0.0463,False,OK
2026-07-09,12:47:54,6,49,Transformer,0.7101,0.858,0.6943,0.7267,0.000201997853662632,32,16,8,5,0.3500755009129672,8,5,0.37,0.38,0.7273,23,0.672,0.8249,0.6412,0.7059,0.0381,False,OK
2026-07-09,12:55:29,6,55,Transformer,0.7101,0.8528,0.6943,0.7267,0.00016788483385597576,16,16,256,2,0.3794330050441995,8,5,0.34,0.24,0.7273,23,0.6827,0.8364,0.6489,0.7203,0.0274,False,OK
2026-07-09,13:24:15,6,74,Transformer,0.71,0.842,0.7134,0.7066,0.0006690735496075488,8,4,2,3,0.2422106387923466,8,5,0.26,0.25,0.7273,23,0.6899,0.8294,0.6794,0.7008,0.0201,False,OK
2026-07-09,12:12:02,6,26,Transformer,0.7096,0.8407,0.7197,0.6997,8.562967002933936e-05,64,16,4,2,0.28209270534104786,8,5,0.33,0.25,0.7273,23,0.6744,0.8259,0.6692,0.6796,0.0352,False,OK
2026-07-09,13:01:15,6,60,Transformer,0.7093,0.8481,0.707,0.7115,0.0006390906813109,16,16,256,4,0.2451071562987011,16,5,0.31,0.31,0.7273,23,0.6764,0.8319,0.6463,0.7095,0.0328,False,OK
2026-07-09,14:00:16,6,98,Transformer,0.7093,0.846,0.6529,0.7765,0.0005156011936724667,48,1,128,3,0.22470892925682337,8,5,0.45,0.39,0.7273,23,0.6825,0.8313,0.6234,0.7538,0.0269,False,OK
2026-07-09,13:34:32,6,81,Transformer,0.7076,0.8454,0.6783,0.7396,0.0003512419568595398,64,4,32,3,0.15453956512517508,8,2,0.4,0.39,0.7273,23,0.6919,0.8382,0.6514,0.7378,0.0157,False,OK
2026-07-09,11:51:23,6,13,Transformer,0.7074,0.8211,0.6815,0.7354,0.00022167403038009985,64,16,4,4,0.10361136154012834,8,4,0.29,0.22,0.7237,10,0.6812,0.8074,0.6361,0.7331,0.0262,False,OK
2026-07-09,13:19:00,6,72,Transformer,0.7074,0.8488,0.6815,0.7354,0.00012009605549287128,64,2,2,5,0.23745994445920604,8,4,0.36,0.36,0.7273,23,0.6711,0.8324,0.6361,0.7102,0.0363,False,OK
2026-07-09,12:58:03,6,57,Transformer,0.7073,0.8466,0.6656,0.7545,0.00029267711440768843,16,1,64,3,0.18731606359697314,8,5,0.35,0.24,0.7273,23,0.6703,0.8337,0.6209,0.7284,0.0369,False,OK
2026-07-09,13:11:55,6,67,Transformer,0.7073,0.8516,0.6656,0.7545,0.00021224546460462657,16,1,128,2,0.12895831228689034,8,2,0.29,0.29,0.7273,23,0.6729,0.8302,0.6412,0.7079,0.0344,False,OK
2026-07-09,12:53:56,6,54,Transformer,0.707,0.8483,0.6879,0.7273,0.0001690243922822046,32,16,256,3,0.229931026045234,16,5,0.35,0.26,0.7273,23,0.6622,0.8296,0.631,0.6966,0.0448,False,OK
2026-07-09,13:11:13,6,66,Transformer,0.7069,0.8502,0.672,0.7456,0.00012401595217706075,64,8,32,4,0.18966876371529529,8,4,0.38,0.22,0.7273,23,0.6747,0.8387,0.6412,0.7119,0.0322,False,OK
2026-07-09,12:10:34,6,25,Transformer,0.7068,0.842,0.7484,0.6695,0.00032233494243882595,64,2,512,3,0.23757236779134427,8,5,0.31,0.22,0.7273,23,0.656,0.8255,0.6768,0.6364,0.0508,False,OK
2026-07-09,13:37:10,6,83,Transformer,0.7067,0.8434,0.6752,0.7413,0.0005504426622861157,64,2,256,6,0.11366597679635033,8,4,0.55,0.55,0.7273,23,0.6883,0.834,0.6489,0.7328,0.0184,False,OK
2026-07-09,13:56:52,6,94,Transformer,0.7055,0.8501,0.6561,0.763,0.0013102134293691125,32,16,128,6,0.38714310135202823,8,4,0.47,0.34,0.7273,23,0.663,0.8274,0.6132,0.7216,0.0425,False,OK
2026-07-09,11:38:29,6,5,Transformer,0.7055,0.8486,0.6369,0.7905,0.000936,48,8,4,2,0.387,8,5,0.5,0.24,0.7172,3,0.6543,0.8358,0.5852,0.7419,0.0511,True,OK
2026-07-09,13:59:19,6,97,Transformer,0.7053,0.8454,0.6592,0.7582,0.0005857674880678953,64,16,512,5,0.15574528150154068,8,4,0.36,0.35,0.7273,23,0.6731,0.8316,0.6183,0.7386,0.0322,False,OK
2026-07-09,12:15:11,6,29,Transformer,0.7051,0.8453,0.7006,0.7097,0.0002744766085573309,64,1,4,3,0.3047175190881861,8,3,0.38,0.36,0.7273,23,0.6839,0.8286,0.6718,0.6966,0.0212,False,OK
2026-07-09,11:36:40,6,2,Transformer,0.7051,0.8486,0.7006,0.7097,0.0001,32,8,32,2,0.1,8,3,0.31,0.22,0.7051,2,0.6675,0.8298,0.659,0.6762,0.0376,True,OK
2026-07-09,13:09:39,6,65,Transformer,0.7047,0.8414,0.6497,0.7698,0.0005302051545341929,32,2,4,5,0.29263441159269477,8,4,0.47,0.46,0.7273,23,0.6648,0.819,0.6031,0.7406,0.0399,False,OK
2026-07-09,12:53:14,6,53,Transformer,0.7043,0.8464,0.6752,0.7361,0.0012872460767594436,32,16,256,3,0.3670955870126844,8,5,0.36,0.23,0.7273,23,0.664,0.8266,0.6336,0.6975,0.0403,False,OK
2026-07-09,13:12:46,6,68,Transformer,0.7042,0.8393,0.6975,0.711,0.0003168336351905179,128,4,128,4,0.03661854852008353,8,3,0.41,0.34,0.7273,23,0.6711,0.8314,0.6489,0.6948,0.0331,False,OK
2026-07-09,12:26:37,6,37,Transformer,0.7037,0.8409,0.6656,0.7464,0.0004960670811026997,48,1,256,6,0.34118809088776714,8,4,0.47,0.46,0.7273,23,0.6821,0.8298,0.6361,0.7353,0.0216,False,OK
2026-07-09,13:03:16,6,62,Transformer,0.7033,0.8455,0.672,0.7378,0.0005536689615265105,48,1,64,4,0.3108371525851102,8,4,0.45,0.44,0.7273,23,0.683,0.8365,0.6387,0.7339,0.0203,False,OK
2026-07-09,13:35:49,6,82,Transformer,0.7032,0.8347,0.6752,0.7336,0.0007885898191590245,48,1,512,4,0.3707424010834499,8,4,0.44,0.44,0.7273,23,0.6836,0.8118,0.6514,0.7191,0.0196,False,OK
2026-07-09,11:54:04,6,16,Transformer,0.7026,0.8461,0.6847,0.7215,0.00014624605098999873,8,8,128,2,0.12057516254013137,16,5,0.4,0.31,0.7237,10,0.6631,0.8276,0.6361,0.6925,0.0395,False,OK
2026-07-09,12:24:38,6,36,Transformer,0.7025,0.8441,0.6656,0.7438,0.001707439572957247,48,1,512,2,0.2488384866676761,8,4,0.53,0.2,0.7273,23,0.6568,0.8169,0.6209,0.6971,0.0457,False,OK
2026-07-09,11:54:27,6,17,Transformer,0.7005,0.8426,0.6815,0.7205,8.739420800286264e-05,64,16,128,3,0.2306364958459656,16,3,0.38,0.22,0.7237,10,0.6737,0.8357,0.6539,0.6946,0.0268,False,OK
2026-07-09,12:59:10,6,58,Transformer,0.6961,0.8466,0.6274,0.7817,0.00028870875922301046,256,2,256,4,0.27496612976395457,8,5,0.52,0.31,0.7273,23,0.6552,0.826,0.5802,0.7525,0.0409,False,OK
2026-07-09,12:31:05,6,42,Transformer,0.6941,0.8228,0.672,0.7177,0.000636183913435773,256,1,512,4,0.3020567603066512,8,4,0.41,0.31,0.7273,23,0.6798,0.8143,0.6565,0.7049,0.0142,False,OK
2026-07-09,12:04:12,6,21,Transformer,0.6932,0.837,0.6943,0.6921,7.402755001178582e-05,8,1,16,4,0.2739315372567823,8,5,0.28,0.26,0.7237,10,0.665,0.8212,0.6641,0.6658,0.0282,False,OK
2026-07-09,11:59:41,6,19,Transformer,0.6929,0.8425,0.672,0.7153,0.0002549101917772094,8,8,64,3,0.38651810763832545,8,4,0.38,0.3,0.7237,10,0.6684,0.8316,0.6412,0.6981,0.0245,False,OK
2026-07-09,12:14:08,6,28,Transformer,0.6921,0.8462,0.7516,0.6413,0.0011808846108396815,64,1,64,5,0.2514317982767993,8,5,0.23,0.23,0.7273,23,0.6784,0.8325,0.7379,0.6277,0.0137,False,OK
2026-07-09,11:35:10,6,0,Transformer,0.6821,0.8303,0.6561,0.7103,0.001,4,4,2,2,0.0,8,3,0.44,0.26,0.6821,0,0.6499,0.8203,0.6234,0.6787,0.0323,True,OK
2026-07-09,11:42:53,6,9,Transformer,0.6821,0.8304,0.7038,0.6617,0.0006770238573690867,4,1,8,2,0.37187906093702927,8,5,0.24,0.23,0.7172,3,0.684,0.8276,0.7023,0.6667,-0.0019,False,OK
2026-07-09,11:36:01,6,1,Transformer,0.6816,0.8148,0.6783,0.6849,0.001,4,4,2,2,0.3,8,3,0.24,0.23,0.6821,0,0.6632,0.7905,0.6489,0.6782,0.0184,True,OK
2026-07-09,11:40:28,6,7,Transformer,0.6778,0.8185,0.6465,0.7123,0.002069565682436442,48,1,128,6,0.23915999152443407,8,2,0.48,0.48,0.7172,3,0.6621,0.8094,0.6209,0.7093,0.0157,False,OK
2026-07-09,11:39:49,6,6,Transformer,0.6622,0.8283,0.6306,0.6972,0.00010526458851636462,4,4,64,4,0.3140703845572055,16,4,0.38,0.35,0.7172,3,0.6341,0.8185,0.5954,0.6783,0.0281,False,OK
2026-07-09,13:57:24,6,95,Transformer,0.5778,0.6916,0.7389,0.4744,0.00016675390478810943,2,2,128,3,0.18198727018867134,8,4,0.44,0.44,0.7273,23,0.5644,0.6919,0.7023,0.4718,0.0134,False,OK
2026-07-09,13:02:13,6,61,Transformer,0.5575,0.6867,0.6561,0.4847,0.00027255490763998687,2,2,256,5,0.3331447951098,8,5,0.36,0.31,0.7273,23,0.5391,0.685,0.6234,0.4748,0.0185,False,OK
2026-07-09,12:21:39,6,34,Transformer,0.5455,0.6883,0.6975,0.4479,0.00012496241755248453,2,2,512,3,0.2847623545600119,16,5,0.39,0.39,0.7273,23,0.5258,0.6695,0.6743,0.4309,0.0197,False,OK
2026-07-09,13:45:28,6,88,Transformer,0.543,0.6503,0.6433,0.4698,0.00035309691450012044,2,1,2,5,0.27380972160854533,8,3,0.35,0.35,0.7273,23,0.5411,0.6586,0.6285,0.475,0.0019,False,OK
2026-07-09,11:52:06,6,14,Transformer,0.4864,0.5212,1.0,0.3214,0.0004032874237307363,2,2,128,4,0.23827253118950925,8,4,0.2,0.2,0.7237,10,0.4867,0.523,1.0,0.3216,-0.0002,False,OK
2026-07-09,11:37:24,6,4,Transformer,0.4864,0.5432,1.0,0.3214,0.001,2,2,2,2,0.0,16,3,0.2,0.2,0.7172,3,0.4867,0.5463,1.0,0.3216,-0.0002,True,OK
2026-07-09,13:26:15,6,76,Transformer,0.4864,0.6265,1.0,0.3214,0.00018960190039353728,2,2,2,3,0.146226285807569,8,3,0.2,0.2,0.7273,23,0.4867,0.6486,1.0,0.3216,-0.0002,False,OK
