phone_no_m,city_name,county_name,idcard_cnt,label,arpu_mean,arpu_std,arpu_min,arpu_max,arpu_range,arpu_trend
4a3fe69177d1db33296ead78bc2eb3410f458f51ceea9c26ad5c7baf10e07e5f0ad6795b98145306d9844f93d4a239bb054ebc20905d55880ea5fdc19331c2da,达州,大竹县分公司,1,0,-0.6700129677343496,0.06636583127562572,-0.7533883483636044,-0.554447432449503,0.19894091591410135,0.002766290720075143
1708e1c2c7e6e3ba949421eede6d80cf77fb12b692a7514a988cd74ad89d963f0c129dfc0db43c5c8fba6b6122c12a3e7e6dc4930686d39b60a1ecd16afa6cda,成都,青白江分公司,3,0,0.4529807724250417,0.19456487280624263,0.1385572733411076,0.7277270176322488,0.5891697442911412,0.009093852610642902
1de2d338adcd6a255a17141ba1c663fbc8071f2ed756a248d6f1d77f44f6d841a68cae430cf13f09bc447e97416b9cee313fe305742d0913a912da426593108c,成都,成都直属部门,1,0,-0.4319831040048032,0.03950507070462253,-0.5002575003732775,-0.3961072179092302,0.10415028246404734,-0.006296427713566229
b16920c8dfc8a0e1349db12d2d3285f77e31c6a6d3ed2a68725f41e628c0f98d5ce55bb71ca33e3bc52acbfaf946cd2bdae06142413dece51698d1a3444d2935,成都,都江堰分公司,1,0,-0.6778923091036018,0.07453398763251737,-0.7698475290625268,-0.5373175774011439,0.2325299516613829,0.0059889775279818045
7edc0ed9e4afb9648b18ae4517516ed1c641103c2f83dd3d4d75f56c9c01bd0e46bf26962bc343453579d1a858a4471ab7b864a81f33b0edb1cd558c34f79205,眉山,洪雅分公司,1,0,-0.04302381760552253,0.06916958398391287,-0.1387156135556479,0.0558200791915781,0.194535692747226,-0.020469577350977194
73e9ee7e186d0483f568bc1227cfc407fb5548a441dc1943841c723faded61e1f9522da24287b565e1472002308fb8f0db9c5bfa67f4e1e0b48210c3da018629,宜宾,珙县分公司,1,1,0.6945204152825492,0.6115834902311242,-0.0091772943109885,1.8074331452066967,1.8166104395176852,-0.13826567616337096
afb879635550e8c192c9507e5481faa3e32b440a1809eb98dd6940ec675a5098225f834d1d08262ee0a00b3bf97b8b75fb620eb0c136228b3e3405173fe43fa1,成都,天府新区分公司,3,0,-0.03694188944646344,0.08814441862329281,-0.1422658425812145,0.1038197039071138,0.2460855464883283,-0.026496186079752425
d374d619082ea422e8e99bb417beb4e860e49c3628bde9efccf8246dc977a010fce803d5c351dea47392f94d770f11c4ec40c34459f553ac161b78d7304fb1b2,达州,开江县分公司,1,0,0.37625442587093255,0.1379590393136037,0.1399773649513343,0.5523581411736733,0.41238077622233904,-0.03650442732032661
9f5a6e330a5a45c879f6f6065d9a2e73d0053c425cd5b2b9ee0ac292ec40aef23e29b2d7f01207e44eceb0db0d4feb00559c67a7673637bfb5f7d9d49f9cbe4a,成都,天府新区分公司,3,1,0.8866646111878843,0.24346212611160759,0.4561252596780447,1.1856938943082,0.7295686346301553,-0.05524884288577112
6988a9ed8a63aa4b3c6945f625e3f9d0be3a376585d3e2f4e05c28e01a387161be31cd54d38e269780bf4b633ecc64f505cce2db6fb32a1a2bcb3d1943ab3897,南充,嘉陵分公司,2,0,0.6805333001666095,0.38296127687797865,0.2666317854384246,1.538130413755141,1.2714986283167165,0.06473433173414402
c32f698c84a8ad2964b8b76c526d6c08ec5db44ff1d2e4394e19bb292f45aeaa216e006a3bafba99f86b7c69058d6c45d8cc7588ff5244bf149fa8bf4e5f1b77,成都,天府新区分公司,2,1,-0.43339337901758274,0.2171062529437002,-0.7056440414199416,0.0241391776597683,0.7297832190797099,0.07362670579802161
8b9179c987165956a6221eaf4c738182f59a07a13ccf4b3957e1ef2f5633ac1325efa9aeb94a1fa1d6e87ba854e13f994a15af06f8698d8f2a8b0adb1df4f53c,成都,郫都分公司,3,1,-0.3384620673918981,0.9535540767745818,-0.7325827614051126,2.0170039201403926,2.7495866815455052,-0.030187374021274204
168aa25a3c9d315165077fe4ce43cf809416bc7d075c34513c7c03d1356f6d9dd54103ed93ce05ebae0de6bff237e1ec945d250aa17823ed828e890e2ce615e1,泸州,龙马潭分公司,1,0,-0.4095057324181952,0.18174960144111452,-0.7056440414199416,-0.2687735263772563,0.4368705150426853,0.05293488990421583
5f16fe8f53b70292de45477651ae40457d9e251b2812b934a44ac6e75786442078bbc5e521ee9d2c4589b21ab0c0e75e123f36b794d5f17e65fb6841a4eb7fb5,乐山,犍为分公司,3,0,1.5907267460897205,0.34842249119645013,0.9352286666782648,1.975344216566451,1.0401155498881862,-0.07472563862299192
becad33ef685aa51b1c6ead188193059f7bb2008c074fc77fc8619355e0bfff502b64569c660d78bf0ca4c4d843b1b68b8275a64856fd983ed47d741225a83bd,雅安,天全分公司,3,0,-0.6732127518013196,0.06550789075678612,-0.7556585801841453,-0.5558675240597296,0.19979105612441572,0.002408624621508563
928df9be4c3e7304c83736a39aa81fa9fe3a1c76e01710e6581b0277ebced37390ce2472560921e7d62b2289eba6fb14eaaf9eff1a095dbcc2e872db6826650e,成都,青羊分公司,2,1,-0.1791196341678962,0.3462483526877486,-0.7101382586165514,0.1170331949360905,0.827171453552642,0.12138279506166005
51fe5bf2476c2fc6903fc45bcec063ec8a16adda2b738dd620f062287d91b234abbbf3e68e01e9c63de97bd38bbf041a5571dbac501834012d4d529c6560d86a,乐山,嘉州分公司,2,0,-0.20782970699979378,0.16021650379969013,-0.3728710520794105,0.1002388195605834,0.4731098716399939,-0.048140370823283984
a7aa19e6e8ea1ccf49dae947a55a85d3001fb347ecb79588fa54410402e2660423fd7f28b14303110f2051e36d84943029d4178899ad53df185b6e8121c98956,宜宾,兴文县分公司,1,0,-0.0500901749245868,0.1081165747187405,-0.1644547739910061,0.1095430875280518,0.2739978615190579,-0.030961845146584364
433bbcfb740f49bbe2392c84158445bd7648367d8ad05180cd55f8236dadf9c80ac7f27f037fc88507d00abad2604c60ef761566e6035c8f24ef4972fff2211f,成都,金堂分公司,2,0,-0.507358197716703,0.07214091004211934,-0.5865743185053811,-0.3725034886524017,0.21407082985297943,-0.01951671338267356
0dfe7b8fe532ae4b85f64ef11aa478e2abae8d0c92d8118f0169c43600dc7d6af517139f1b8c5305ad5ba7b14d03812a910962649881d3be1af39434f350f6eb,成都,青白江分公司,5,1,-0.27881527354440166,1.121989749699551,-0.7325827614051126,2.494178270920364,3.2267610323254767,-0.03586802105436911
0708b0ebd50a7eefd2040b84c4a20c10531d088bdc8eef5f8a59af927217c68232b6b98670250927610fb56e3f3e91f25f07bfb4b8b00e52788766eda944e03e,成都,新都分公司,2,0,1.9814575460242019,0.3900167345897023,1.2622047599329531,2.4544288256307207,1.1922240656977676,-0.05959132641339618
327135277270d460b7664eb975452b646630adda11cc27ce0804a7ce8b513ed6f7853a9c8c4273b319794b95413ebab24ba494055a4e6bdc75ba82cd109e6436,遂宁,射洪分公司,1,0,0.28444815050533984,0.11418385754724174,0.0831737005422678,0.4302066051589086,0.34703290461664077,-0.028912070163962307
bdfc6bac42ddb200415f38f5b53401fc3ea134f0ec5cfe67fc2e6c23f13fd7795cc800b8fba90cc7c06a458c5afe2d578a76dbd4168b00e5472f854d66bed284,宜宾,筠连县分公司,2,0,-0.6197565526113525,0.05811839548240981,-0.6989027846706192,-0.5203652338040631,0.1785375508665561,0.0005457824562184143
337adca02abb4e2b17d9706912658a9b1d782099d3f85ccb917082c0eaed84de4edb025f53aa2ef8417f178a569ac2e9ee9ce8658f7365dee998041f9e14cc7c,遂宁,蓬溪分公司,3,0,0.9261492492577668,0.18889873393227288,0.598134420700711,1.1648608431905645,0.5667264224898535,-0.04919391061539873
f844226258c3cfa19969797e3e183a4cc15c29a17eab96bfd1f2e87e383eeda8b560dbf582fd304a73e7eadede7ec762eb264aa6df42080376d348bdfaeac934,成都,金牛分公司,5,1,0.17560631324596904,2.054729294972768,-0.7101382586165514,5.246330240390801,5.956468499007352,0.5304898073005424
c8e86aa23e02cbecfd5fe9187f7a25c3e7f9d662a429ed17bcd5db1cbce7fddac6922964415a96e14cc10fbaadf539a5b8605bbd9b687ff06cb797e50a9436d2,成都,新都分公司,4,1,0.8584231353619138,3.7839241596555473,-0.7325827614051126,10.159734924965669,10.892317686370781,-0.39851222597240216
9c3bfd848bfb72073cc7df767c29685d96aa3c8ffb456cf7b2efa129620ac95ed46a3da487c6f67c6a84b8b7ac25c1e440affc941a173c926a9c94573769fd14,成都,武侯分公司,2,0,-0.263164519125947,0.15982619187669933,-0.3725569604678436,0.1234000198958505,0.49595698036369407,-0.042766379529620244
2303b7c370a7a60d5f0e113dd0fa15b16d2acd01f9aab092151d4ba158a14e87fdeb7bee2ef7f0e64388d3ec013ba807493489584d1b4b37b664a5cb83df0ffb,成都,郫都分公司,1,1,0.6872703342351832,0.19428452041358918,0.3405653048958502,0.9219855163871818,0.5814202114913316,-0.049145900861503146
09bf4bae88366e9cef06567ee5d5ef62ebc59da995bce77e5bdc381c2c4d4cf804bfff26641c034e3b965a13988f2f566110fcbd9149558819ff16dc2fc07908,眉山,仁寿分公司,1,0,0.1348090098213981,0.09659521476802371,-0.0206704984555567,0.2636363287751387,0.2843068272306954,-0.02629271666980165
65cffa7e3a8bf03ef12e5a1b6a97b9e6c685c7fa417e38931e92218736d38e82ae18019c8522afe44e4794d979096429fe5c73d32167e76d592230ac577784ea,成都,青羊分公司,1,0,1.1233415560917037,0.5658698446887612,0.5619820906236694,2.370760324954635,1.8087782343309655,0.07665232300459122
6483e27cf219ce1ad8c8877471b79cbf76ac8cc92f1743629d51c9856ec06881e703a12645e36a151a063510fce895594cd85a69bb175698f6f961ef6b3d2b05,成都,天府新区分公司,1,0,-0.49729443737743645,0.0442134807707123,-0.5712022447651852,-0.4387099662160301,0.13249227854915513,-0.0035580329066104794
5bad86c505fa1165d8863be830c743570bf2cd6dbf4a5941f1bfc1850205c0906d519b3c18c2fc13247d851d3ed255b70aa9ef366f0c73f4f457d0b700e2d072,广安,广安区分公司,1,1,-0.5391991069389982,0.3755541188294025,-0.7400507364179256,0.3799596931017888,1.1200104295197144,0.036457150563913535
10eeaa0f0c193824abaf0269ebcf3eaffcc1b83657715325cfbe9ceae27e839779d57eb41e7d0116ba4973144b20dbc0928687b37bb96931a9756142dc63afd1,成都,双流分公司,2,0,-0.563365998472819,0.1652786003210581,-0.7088350488854863,-0.1881129606323595,0.5207220882531268,-0.021099351152783663
b14d9ddf92d9ce73bcd974a58e0efecd2012bfe87f8836a9241c4143bd650e657505007735f099a3fe0965ef282854263695acc8f1e66a5586dbf0334c6f5d1a,绵阳,江油分公司,1,0,-0.20322530496539026,0.14883197352195376,-0.4097320065292033,0.0216916189216326,0.4314236254508359,-0.015269166566589951
04f29ed2cb3114ab3315155040b1ad0d76566b59c14fdccba1d275daf6f7b5c873ceb926bd0d401cc0b9c678ff56b6628d6c61af1c8ad65bc66f2288b61549eb,广安,广安区分公司,2,0,-0.6286846510791387,0.0725186753196041,-0.7116728386611625,-0.4993301268275807,0.21234271183358178,0.002681629572965827
4a50a082ead1c5691e8c44b2a74a59042798c616d2c8987e265dce1052f0a2f362dd863e755ee495ff92235b593e88d7eabab0b9ebfde1db765275666ad13d6c,成都,郫都分公司,1,0,-0.6734061093560808,0.06557730013661482,-0.7556585801841453,-0.5558675240597296,0.19979105612441572,0.0025006996475854513
da99c3ade3eb00815a7654acc8e03329d75973ac5e2064e36adc45322b4064d5f7f01aedc2aaeff1288a6f7db04ad890f96bdd8346c3e0a8f41711a4077018f0,绵阳,江油分公司,1,1,-0.6684031813751217,0.10506785913261218,-0.7556585801841453,-0.4316095081648968,0.32404907201924854,0.004405436559479218
95ca76270ec248574d2d0669bc0fce822762186d051f3a58d8312f950742c3642fbb87619a3dd95c1f6b4a13e5e3c848ee4ee307c55bafb37635d8abffcaf09b,成都,武侯分公司,4,1,-0.5959448347056915,0.24721951791454655,-0.7698475290625268,-0.0055934507125405,0.7642540783499864,0.06357187150314154
241be67e13e2ac318e7080f87345ced8bd7b371f88f648e1fb16eeb0d0727903699b47cea6810b99d7af3abef195b32275d03eaf6749e4fcfa0f180a050f624c,泸州,纳溪分公司,3,0,0.1308234970443089,0.09173776882934276,-0.0386879107603074,0.2493588765136728,0.2880467872739802,-0.017506305459918405
414846c4b6d9de93a20181adc38bdd28ac890e7e5f67e106b8d3609ab447ad6b5144e570f5dfa0d0a271ec2852c29a7c9daad47fe605fef7957feecfe2d30a44,成都,温江分公司,4,0,-0.672833216167003,0.06539373617078355,-0.7556585801841453,-0.5558675240597296,0.19979105612441572,0.0023202534753538574
362a7f337d324bb024018733b1d4a3462129aa08459661ba9d665f1c30fdab6ed11f5febd1dd5c8d8067b952cb3d27a998a26cbae09769104a7efff1a1aacfe1,雅安,汉源分公司,1,0,1.4342897164706117,0.31142574703274095,0.8464729410390983,1.784978186413571,0.9385052453744727,-0.0692331561069132
4a692ea1b3346b6168d945ed42630a7319d1536f8cedb467f0d70fc187662c2c5a739f143c314af3e9bc373a0d02344e64d297ccfd1d41f3cd6f7fcb6d0e4428,成都,简阳分公司,4,1,-0.6228639423045299,0.2212733579821699,-0.7698475290625268,-0.0952722772956996,0.6745752517668272,0.021262159299065195
c2738cec3205dfcf3850bbf94cc975eb6cc35c0518943b17c7b96158f810a211195917f5ed780cf7ffa74bb650f2e62c1b3608732e8898d12ec569241ec206bc,天府新区,天府直属部门,3,0,0.9397239695544907,0.49382723247106297,0.3521035492289417,1.63598496783659,1.2838814186076484,-0.1395175518705261
931573aaba554b1c0c76fa56d35f0aaf41469064c493d515f36ae1c95998aadcb8373b540da6a1145804bde6c8884748709f28f195f3c27abd1ca4e5cac3d184,攀枝花,江北分公司,1,0,-0.243006034578401,0.2178529133270937,-0.4545030451551695,0.2208681389658629,0.6753711841210324,-0.05417712847593993
71ce0be5779db6dc5f96ef0e24a5d0fbc6d9ea80cdcd2822e51782c219e0ec0269418c52b62da9ec07fd9bdf3bf8bdf49efd4daa1f016f3b3078701de82690cd,南充,南部分公司,1,0,-0.272800579004654,0.1148319297059522,-0.3843337880369002,-0.018866945521607,0.3654668425152932,0.025685944312711876
e38ee69f77d942aa45e81ec7da9f5948ac527b081f3af9e78f348fee944926fc0a644cc88cbec3e05c1976b7f2c8f1f6e153a96871abad25a7ee3a566352df5d,绵阳,江油分公司,4,1,1.0993534023480598,0.8292759023148191,0.169710533040455,2.062595313719854,1.8928847806793991,-0.2903643771914331
3d78ba390b7d395362c3c12fbde309cae8a8c2ca77ac5c4255ce4523245988d3e4feb9d59beaf7d696e58287ba5ca81743ae5f17e76ff8e4cdad3661f983c318,成都,邛崃分公司,2,0,-0.390537544194891,0.03826182543041492,-0.4576906537381329,-0.3566396528063284,0.10105100093180447,-0.007352022787389958
9455808b8c83066f6a80aaa367642c43e7a8c5b7fef271e4c48b8cc69b63990e967818ca756a78b031a00a0ccf10336bb29b7b45e439da7d38418bcf4cebd030,天府新区,直管区,3,0,-0.6726129175637772,0.06538905964971442,-0.7556585801841453,-0.5558675240597296,0.19979105612441572,0.0019719051193830424
c1b0dbcdb4a01d72cc485fbbdd9ed4c2e64bde80ebb0ea4fd76bad8f7636d68d07d7d6d6f6191c0b4ab40e9507a177e8b0760507fe6448ef8c1d30d450d0f789,成都,都江堰分公司,1,0,-0.4446827210715222,0.06458991688983755,-0.5482161475822072,-0.359812419975543,0.18840372760666418,-0.00642404891690481
1c4794c2552aaff2b93e7e048d31c57df435fdf522ff09d30228cc62fdce6f267a071c76c9e005d58973a61abc9d152aa1245f7b52d63104981fea372353e392,成都,青羊分公司,3,0,-0.5907410835128138,0.15066898152034477,-0.7400507364179256,-0.3952196606528386,0.34483107576508704,0.02523833454040949
bba99642353deab564eb8bbef86ea8db5f84a2869ab9a1eb8a0fe2eda77b164894fcde2dce0a03c8507c3e9a0f1cdb62753d38cbd9a5cb69afbe087779a213e5,达州,通川区分公司,2,0,0.0009202718563553706,0.08072733830248303,-0.112088895863898,0.1452921133634317,0.2573810092273297,-0.022943846373774238
41a974d72a9531876b910c02b581fa219d6645c62835777a918dfa505560a93afe1dcc61d532499435ddeffa9ed8bda510614fba285eaa30072875e13c2c1695,德阳,绵竹分公司,1,0,-0.25011562127927944,0.11541233761738275,-0.3537510960938808,-0.0508663399020205,0.3028847561918603,-0.035059218116863834
d4264372c04594af0970fdb34162db7d90779f4c645618fb9bbb5e1c38c61d6457ae4c7add3823b8f247684f8c0167bbf4e690f4d4808aea53bb34a0caf416ad,雅安,汉源分公司,2,0,-0.5381949815589274,0.26782091415372966,-0.7193092665960461,0.0732702986222588,0.7925795652183049,-0.06114819112141994
ea03abc1773b9a0b84f0b05e8b3fe0b793fb89b3b201281e6fc7d32c31ebf271e274e5b7dbe86aa126209115ea0f8f33afe6f7dacddf46406d3275f8dda4c4a2,广安,广安区分公司,0,1,-0.44928442864505713,0.6281902035629089,-0.7400507364179256,1.0992771194533173,1.839327855871243,0.062147058647896665
b2c0275146e922bb1c5534a105c3394465c3702c43ea2484027058629b4055e21e23a98d584330e0722e2e57a2fe503294b8d5bd17c195c61fc0fb64e94dcb8f,凉山,宁南县分公司,1,0,-0.1637353202811614,0.05268100513585789,-0.2185957666308976,-0.0869544434230818,0.1316413232078158,-0.016071013670401386
b579851a3638f4b178cbc85cdfcf6a10ba9b26b1b736ba5387ef59d1b2955f6e7f9e47625a0a83e5e577b45f4b9e19381c33f4f845ba3ade8f788b6ca405b8db,南充,高坪分公司,1,1,-0.5605094184044008,0.1753130922769208,-0.7698475290625268,-0.3538594925049871,0.41598803655753974,0.054070057021298745
ce7169d9559034b663e57c3d9ee4fe07b32b4b42a1641f2ffa0dbfe16acfcb14b29a191bb762dd8cf37e0a29049eeaac473258315383aec01c4bd07644a2b8b9,遂宁,蓬溪分公司,2,0,-0.6455977618818151,0.06971583516457806,-0.7539559063187395,-0.5548912110776988,0.19906469524104076,0.008594073860468175
ff695802a9d2dca6235f4f72fd5be0164819bf9ff0a347d780feda4a26c5cfc745eb7d2e25f832cb2ef85efa0fdfede484ff06853c1bdd2c662d0074365b7156,成都,郫都分公司,5,1,-0.42969700867989147,0.6961710008264712,-0.7325827614051126,1.2871243898364455,2.0197071512415583,-0.02149833199384626
a6d3c390f393c38d5fb2690d1ef95f040dc967e799769ab675ecf8620d985372864b1eaddf8fb6396125908c49f283c71e4d330fe5c84dcda51a5cd4afa3c4ee,成都,武侯分公司,1,0,-0.22894969411353738,0.23606122470633223,-0.439238526124743,0.2676080984204554,0.7068466245451984,-0.021925512843322396
f80d6ed449d9325b97dbc44a52a2ed33267cca4212a5114639adc9141dfd0ada392da215c0bb5a7c016ac0adb8d4c49334519d57f7aa78897918881e5a8262ca,Unknown,Unknown,4,0,0.3253071557273677,0.12408732744459235,0.103587517439276,0.48890279778938,0.385315280350104,-0.0326452679389961
9ecd797bef0dd52d5a867b838739da9ae09791eb96191208e9520d6e375bae5f86604a01e8d86eacbbc03389dbb6efadce233ca7894d876f78be801c345f7b67,德阳,什邡分公司,2,0,-0.40407871644793236,0.039414291635157285,-0.4718796026165144,-0.3694893598416477,0.10239024277486669,-0.007428249035721061
e496e5eac8dec583d8023970bda5c3b041f58eadc3943d312c4bcfed1050c71edf27b703e0382e456cef379e734f07d9e19a5cf0df517023c77c03f230c423dd,德阳,什邡分公司,3,0,-0.6339122142251219,0.10032464702094492,-0.7698475290625268,-0.4777316610710359,0.292115867991491,0.034250781009162894
d676fac5508cbc96fcf97f44b8536ac47a285f78b989a30fdf30ee695b5d77c88928e984c07a2b43f88d57bb33ee820971e55e3dea9b5a5b21d8f086b7733d33,天府新区,双流分公司,4,0,-0.39461858192622523,0.04887475845558637,-0.4846496566070578,-0.3327786104477438,0.15187104615931396,0.008175233723108615
4e3f0a61ccc25517da1e939d712318ce7eccc04a1cdb0f2b41ea5d31a10f8270f73dac7f0e1534a286305d05a0ea8018c86298b210e48f82be71957116b46151,达州,宣汉县分公司,4,0,0.18596374454118736,0.5240006822439809,-0.6131213081235142,0.8973965708257682,1.5105178789492824,-0.08986979099765102
525824db5fb3ee7438244c5ca2f190cc48760352b1894c230b985ace3c89199fd1f37f0656cbf895dab5891333562a57ff54c7cf82ad863d327789f8266f619c,绵阳,涪城分公司,1,0,-0.4180500724115482,0.037985114550989976,-0.4832307617192196,-0.3872316453453136,0.09599911637390596,-0.006708327766280931
6b4999280b1f69a44e4e4b4d624e7d2055a1a407b449ebe1da613a7d79c42cc54c8d52798e7fc57423adbeb6a81dbdfc7e2a44b49423455136a86206dec7a3e7,Unknown,Unknown,1,1,-0.686818498542263,0.06752080574876314,-0.7698475290625268,-0.5647430966236463,0.20510443243888055,0.00298942894542721
161f58047b9be4c628bfd9f7b67a15284833b392222f09d03b9fa791aa7f2216e57a36f5c001ad97cd07093fac43e8bb1ade4c9aa62c1d68aa34b622eb1bd29d,天府新区,龙泉驿分公司,1,0,-0.10505853168832224,0.16182752580480483,-0.3249119811141817,0.0939756786533416,0.4188876597675233,0.03473452954174622
6f8a69645b4f0cc5f86831c31e676cd904f2ab117de3bc1830590f0696ed11dd123306a42e4aa057206a782168f8f32f89db87a8f74f3be89409d07203d95cfe,巴中,南江县分公司,2,0,-0.6314462438570487,0.06421653596318036,-0.6995758658978022,-0.5227616383963206,0.17681422750148157,0.006283920019190004
f92cacfa31e0196f1b17cb3dfd35219ac24f69ce5fea0e0ca0431e534a10fb524839492cb37f4e9d35f40626d1133f4f55721343f260dce070658658de25a64a,自贡,自井分公司,1,1,0.3779124973296865,2.4563555010517177,-0.7698475290625268,6.410000325393337,7.179847854455864,0.5120709758476407
acf4302ef9b9c07d50620536837aab3c5a560dd9e2f126f00c7e98d223b0bea08ee49db2a21016b32dacdf780ce0e46454515e59bde27dddeec3cdd18e6acc2c,遂宁,射洪分公司,1,0,0.05771521074837665,0.28139805814960644,-0.1140379033026138,0.7355282839901404,0.8495661872927541,-0.012242659890271198
8bf8909ea569cbb80edc6395020c0503ce1361da13f4e04df6f9f9cf084eae498e1d0732ad228a52549b2608ecb5451d79e84a78f2b2b3d596ba6002d0a6ab78,天府新区,天府直属部门,2,0,0.14705903072468718,0.08147134127165487,0.0228198071076347,0.2631604136997565,0.2403406065921218,-0.023562197579119648
3f87beca3cf1938a323f1084f56d71d6284dd381cdaf1bd785a7a14ddc6d5838a6ea3303244e470c1ccbdd2aac199019936c2b4c669d7c9a05bd996a738c1bde,天府新区,天府直属部门,1,1,-0.1403796557689203,0.8313020762991303,-0.7698475290625268,1.441881158216161,2.211728687278688,0.2837727341126649
11e307a907830c4dba3dbb989044b971ff67c350048f38b9b570fd6ef7e6d273102c4bef77bc70a9d9f14a9d44472baec3a3347c7c4fa819d8a19b3db0b608fd,阿坝,茂县分公司,2,0,2.0738067808740293,0.43351727509112103,1.2631810729149842,2.5543742249481274,1.2911931520331432,-0.0979853371259728
b5682d487b21df5a71944f50dd2399b5a1547d15073f900a3c6e1567fcbecd64f497f1cfe2b34096226986e48199d9e80e0733db4931d5d9fb15f71b9ec0abad,成都,郫都分公司,4,1,-0.4094600203420998,0.7532221404160694,-0.7325827614051126,1.449020296538779,2.1816030579438914,-0.023425664216493086
4d247de32fbb3f5f8504b4d3036b781f096d6c6437bdb1305cf23f62055a4416af83148a106927d00b1927b6066cc377c893ea2a7c98841f5996902ac49a7a8a,天府新区,龙泉驿分公司,4,1,-0.5787029950367109,0.16405081785346598,-0.7698475290625268,-0.3403509897971976,0.42949653926532927,0.058937559196146086
22bbf6dbbe19f4cad16e8c93de710a897f9a7884af7ebb1bacb1fd1b0a7c6702ee68d42faf26c2e277faf02f895a2fafa2dec06f7ba5867744fcb725e202e563,成都,金堂分公司,3,1,-0.6163729268259539,0.15450802694193927,-0.7698475290625268,-0.2722312278448324,0.49761630121769446,0.039442466720893736
370d117d03ff926567f670a9cb819b9eadfee7377fe1d902111f878f41382cf3c4b6027a7c466b3e7e1f682b86a122d9d500c170054a75466a1bcf54fcd8f6ef,成都,武侯分公司,5,0,0.7885443119377673,0.20806854591821738,0.4115698854071832,1.0393779016481246,0.6278080162409414,-0.05077079381716624
42c2e62ef45767f4689f1cefbf0ef2cb3b6dec1fe1703767b5637d7bcaa4ab5841e74a9356191e2a7867a3300f793d65eac0a6e0c3d6948fc6c8b9a7c66ae834,泸州,龙马潭分公司,3,0,1.5274190577172648,0.2610165804677602,0.9769438577286726,1.820770233774333,0.8438263760456604,-0.00793339656543522
